cantidad (TM)
50
0
19
0
0
13
0
11
29
11
0
0
37
0
51
25
16
18
12
0
0
38
34
1
5
0
0
0
136
13
4
0
0
14
3
28
0
0
0
2
14
5
11
27
37
0
0
0
18
0
13
7
3
0
16
0
0
0
27
9
0
14
37
0
13
0
0
0
11
0
0
0
3
0
0
20
0
10
3
23
62
0
18
21
17
0
15
0
0
7
0
12
0
0
0
0
18
0
5
2
11
3
0
0
4
0
51
0
0
0
12
0
10
0
28
18
0
0
0
0
17
1
0
6
8
0
0
0
1
11
0
0
0
0
11
19
0
0
0
9
28
16
0
0
30
3
11
10
70
56
0
0
16
52
0
0
0
0
0
0
2
0
0
13
34
0
25
17
11
0
33
19
0
0
0
0
0
14
10
0
14
0
0
9
17
0
0
14
11
8
53
19
16
0
0
0
0
34
0
8
0
0
0
11
36
0
0
0
17
34
17
9
0
0
0
12
9
21
0
12
0
0
0
0
20
0
5
0
0
0
12
0
41
0
0
0
55
5
21
0
36
0
0
0
22
0
0
0
0
0
0
0
0
41
7
0
0
0
0
0
0
18
0
0
11
0
0
30
24
0
0
0
18
0
22
0
0
0
0
15
0
0
0
0
0
0
0
0
0
18
0
0
0
35
0
0
13
0
0
0
11
18
9
0
0
0
0
0
0
1
0
0
0
0
11
37
19
17
32
0
0
17
0
0
39
1
0
1
63
132
0
15
17
0
41
4
17
177
0
0
6
20
0
16
34
104
34
7
51
0
0
18
36
2
9
57
45
0
20
56
6
0
0
0
17
0
0
0
11
0
0
20
2
158
1
16
0
140
0
0
66
183
0
72
1
79
61
28
5
0
34
40
48
27
8
35
30
156
0
0
39
0
16
37
31
0
57
26
47
0
0
19
20
0
35
49
0
0
18
23
1
0
5
0
0
12
24
0
0
0
0
0
19
0
1
1
12
0
0
78
21
1
20
0
0
0
21
53
25
0
18
95
1
20
0
17
43
0
16
0
35
0
0
23
0
0
21
17
0
0
21
39
67
17
1
0
0
0
39
27
0
24
0
32
17
17
0
0
21
34
0
16
12
0
1
12
1
0
33
45
0
0
18
0
4
0
34
9
0
37
3
14
0
57
0
0
0
0
9
23
31
29
0
29
18
1
37
11
21
0
0
21
0
0
44
0
0
0
0
19
31
13
13
1
39
30
0
16
29
65
0
0
34
30
20
0
4
16
12
0
7
1
0
1
0
14
58
0
0
17
39
13
0
30
11
17
17
0
37
23
0
14
14
21
16
40
66
0
52
8
7
16
0
0
0
54
22
0
0
0
0
4
27
0
16
0
0
1
15
35
0
0
9
0
66
2
18
41
38
0
0
72
10
34
9
8
0
0
21
0
7
24
19
36
0
0
0
28
74
7
0
0
54
0
18
27
22
0
0
9
1
16
0
39
19
0
32
0
64
7
10
27
0
22
15
29
20
0
0
0
0
0
0
9
0
6
0
42
16
0
1
0
11
0
19
21
16
0
44
0
0
53
21
16
46
21
12
0
14
11
12
39
38
0
11
22
0
0
4
31
0
0
54
4
0
1
30
0
0
0
0
0
0
33
0
56
23
0
0
1
58
0
24
34
0
0
48
21
0
0
95
29
53
22
60
3
0
13
22
31
44
40
45
1
108
89
21
25
36
31
0
25
3
68
2
0
29
29
22
23
42
83
22
0
0
146
3
0
24
26
51
10
55
24
0
1
26
68
0
0
11
51
22
4
21
0
11
7
0
114
21
2
0
23
16
0
0
102
15
0
31
178
41
1
27
0
1
1
0
60
0
98
0
66
14
0
0
3
37
0
0
41
20
0
0
0
0
0
0
0
0
20
0
0
70
0
41
0
0
20
0
0
0
0
0
16
3
0
0
7
0
0
0
11
0
0
0
0
12
13
0
0
0
0
0
0
12
0
1
21
0
0
141
9
20
0
22
2
17
18
14
18
0
11
0
0
23
0
0
3
21
0
0
0
30
9
0
37
15
0
24
22
0
0
44
0
15
1
40
20
0
0
16
21
18
0
3
0
20
0
0
0
0
16
0
0
0
15
0
0
17
49
0
14
17
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
33
0
0
0
8
4
44
0
0
0
20
0
11
0
0
16
21
0
39
0
19
0
43
0
65
0
78
15
99
16
0
0
13
0
1
0
0
21
0
0
61
0
7
0
24
0
146
0
10
0
0
0
0
0
0
16
0
12
0
0
49
0
0
0
36
0
12
11
0
0
0
0
0
0
0
0
136
0
106
0
0
3
0
0
11
3
0
0
5
0
2
22
210
2
16
0
0
0
25
0
18
0
10
0
126
0
54
0
36
2
0
0
3
0
0
1
0
0
7
0
137
0
0
0
33
0
0
0
0
0
72
6
29
0
26
0
0
0
0
0
0
0
0
0
0
19
245
2
3
0
0
18
0
1
166
0
0
0
0
35
0
43
0
22
2
32
17
0
393
0
17
0
2
0
0
10
0
18
0
64
15
28
0
0
0
15
48
48
22
0
0
34
0
0
2
67
0
90
0
18
0
12
0
0
38
0
0
0
0
0
0
13
0
0
0
0
12
0
381
0
21
49
97
0
20
0
0
0
191
58
44
0
53
12
0
0
0
0
119
64
20
0
2
42
58
131
20
58
0
0
0
0
188
0
20
0
31
23
19
41
0
0
80
0
113
0
195
22
100
0
232
0
0
0
0
18
0
0
0
12
193
5
143
0
146
0
146
1
18
0
0
16
19
0
0
0
89
0
118
0
119
0
160
0
0
0
0
0
0
0
0
22
155
61
0
30
0
36
0
0
0
0
9
0
35
0
0
0
49
8
21
0
0
0
0
0
1
0
0
0
41
0
0
0
137
0
0
16
0
32
0
0
15
0
20
0
10
0
59
0
0
38
15
0
2
0
0
0
17
16
0
0
120
0
16
0
13
18
35
0
0
0
0
0
0
0
0
0
0
0
13
0
9
12
0
0
0
47
0
6
97
0
0
0
0
1
0
116
0
0
95
38
0
22
103
0
30
0
19
0
15
5
0
15
0
19
0
80
1
45
8
0
29
0
13
19
0
0
0
41
0
110
0
26
0
0
7
0
25
0
0
0
0
0
0
67
0
17
0
37
0
34
9
0
0
0
0
21
16
65
0
48
0
103
0
18
79
93
148
0
14
0
0
21
0
7
1
15
21
46
1
17
114
1
213
1
12
0
0
0
1
0
0
3
0
0
0
15
0
1
0
0
1
38
2
0
16
15
17
49
0
0
34
0
0
0
33
0
1
0
48
3
0
38
0
0
96
30
32
4
28
31
26
0
93
0
22
0
19
0
47
91
11
14
117
54
37
59
112
0
78
11
11
0
0
13
51
0
363
20
90
26
103
57
139
0
1
0
81
35
61
61
20
47
19
42
138
147
0
351
144
206
0
39
0
33
91
1
1
211
30
289
125
18
24
45
202
4
63
25
313
0
29
21
25
0
10
84
61
62
39
178
18
34
61
15
30
16
0
16
16
16
52
51
213
135
474
257
397
1
0
1
52
0
0
32
50
153
263
190
110
160
267
126
115
45
1
0
22
26
0
63
39
273
471
50
367
140
95
142
16
47
11
23
0
0
16
0
37
226
448
267
329
0
50
5
8
0
0
0
20
0
0
26
78
137
18
104
77
21
72
3
1
0
0
2
2
13
57
0
62
84
288
0
139
0
0
10
118
0
3
11
0
0
0
0
0
0
87
50
12
0
25
29
16
61
15
0
37
8
0
0
0
132
51
0
0
0
