cantidad (TM)
0
0
0
0
10
0
0
0
0
44
0
0
21
0
0
0
0
22
0
0
0
0
2
14
0
1
0
0
16
0
0
0
2
0
0
0
0
3
0
0
0
0
0
0
19
0
0
0
15
0
0
10
14
0
0
22
5
4
13
0
0
0
0
4
19
0
6
0
4
5
0
0
0
1
0
0
5
0
12
16
2
0
0
12
34
0
4
12
0
10
0
0
0
19
0
0
0
0
0
0
0
0
0
20
0
11
0
0
3
0
22
0
0
0
0
0
0
0
0
12
12
0
0
0
0
4
0
0
0
0
0
19
0
0
0
0
7
0
0
0
0
10
0
1
0
0
0
0
0
12
0
0
0
19
0
18
9
0
0
29
15
0
0
0
0
0
0
0
0
0
2
0
0
0
0
14
0
30
0
1
0
0
0
38
0
9
15
0
9
8
14
0
0
0
0
0
7
0
0
0
0
1
7
0
0
0
0
0
9
0
0
1
1
14
0
0
0
0
19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11
0
0
4
0
0
0
0
0
3
0
0
0
0
0
0
0
0
8
0
0
0
0
0
0
11
14
0
0
0
0
0
0
0
0
13
3
11
8
4
26
0
0
0
0
0
0
3
0
0
0
0
16
0
0
8
0
0
0
0
7
0
0
36
0
0
0
0
0
0
0
7
4
0
0
0
0
2
2
0
0
0
0
0
0
0
0
1
2
1
0
0
32
9
26
3
0
29
29
0
0
19
23
30
0
0
10
27
11
0
0
0
19
16
0
0
19
0
10
20
14
0
26
0
0
0
0
6
21
0
0
33
20
61
0
27
1
0
2
13
1
0
0
0
0
0
6
5
14
0
29
3
1
11
0
0
32
18
3
0
5
0
0
0
0
11
0
3
3
20
0
0
0
0
11
0
0
36
47
1
0
0
14
0
1
0
4
21
24
0
23
0
20
16
28
10
0
0
0
4
18
0
1
14
17
0
28
0
0
0
0
0
0
11
0
0
0
18
12
0
0
49
23
3
32
1
21
1
11
5
0
11
0
0
17
33
1
0
0
0
5
0
23
0
4
0
0
2
3
12
0
0
0
2
0
14
29
0
0
7
17
1
0
33
0
0
0
0
2
0
0
0
0
0
5
16
11
0
10
0
0
0
2
0
43
3
0
10
0
0
19
71
0
0
0
0
0
0
0
0
0
0
0
0
27
13
10
0
8
0
0
0
0
0
0
31
0
0
22
17
0
0
0
0
20
0
20
6
0
0
0
26
9
17
0
33
0
0
0
0
4
0
0
0
9
0
10
52
0
0
0
21
25
0
17
0
0
16
0
0
7
32
0
0
7
0
0
20
17
0
17
0
0
0
5
22
2
0
0
0
0
11
25
0
0
0
9
0
0
40
11
0
0
46
0
0
11
0
1
9
18
0
37
0
0
11
0
0
8
0
10
11
0
0
18
12
0
8
0
0
9
10
8
11
0
0
0
7
0
25
13
0
14
0
0
0
2
0
0
1
0
0
0
12
0
17
5
0
0
0
3
1
7
0
0
32
27
26
0
0
21
0
0
28
0
0
5
21
0
6
22
0
15
0
2
0
0
0
29
16
3
8
8
29
0
19
0
0
0
0
21
16
34
16
11
0
0
0
0
0
41
0
0
0
18
13
13
0
0
16
0
32
8
0
13
3
0
0
0
0
0
10
53
2
17
11
0
0
2
13
22
0
0
0
0
0
0
3
21
0
2
0
0
12
0
0
0
2
0
0
0
0
0
20
20
0
0
0
0
0
2
0
13
19
13
12
3
12
0
0
0
0
33
9
0
0
26
16
13
4
0
0
0
2
0
0
0
0
0
0
0
0
21
0
0
0
0
0
29
0
0
0
0
0
0
0
33
0
0
20
0
0
0
36
0
0
0
0
0
11
11
0
0
0
6
0
0
0
0
0
0
1
0
2
0
0
24
0
16
0
21
8
0
0
0
0
2
14
0
0
0
3
11
0
20
19
2
0
11
3
7
23
0
10
0
1
1
13
18
10
11
0
0
0
34
17
0
0
14
0
0
0
1
27
26
0
42
0
21
0
0
0
0
0
0
17
3
25
3
0
16
0
0
0
11
0
22
0
0
42
31
32
11
0
37
12
0
32
0
1
0
27
10
17
0
0
13
5
0
0
0
32
26
21
0
26
21
15
23
0
3
12
13
9
22
45
41
0
0
0
0
11
11
8
12
15
10
15
0
0
31
0
0
11
0
0
34
48
0
0
17
80
28
0
9
14
0
14
1
15
40
0
1
2
17
4
23
27
23
0
0
17
15
32
15
29
0
0
64
0
1
1
17
13
0
18
19
0
28
0
1
10
5
0
0
31
0
0
0
31
0
0
23
46
0
0
18
24
2
0
30
26
0
22
14
25
71
1
10
0
38
18
9
52
18
0
0
52
11
27
46
26
0
5
0
23
