dates,producto,precio_mean
2019-02-05,PAPA PERUANITA (INJERTO),1.85
2019-02-06,PAPA AMARILLA,2.05
2019-02-06,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.15
2019-02-06,PAPA HUAMANTANGA,1.35
2019-02-06,PAPA PERUANITA (INJERTO),1.85
2019-02-07,PAPA AMARILLA,1.88
2019-02-07,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.15
2019-02-07,PAPA HUAMANTANGA,1.38
2019-02-07,PAPA PERUANITA (INJERTO),1.73
2019-02-08,PAPA AMARILLA,1.88
2019-02-08,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.1
2019-02-08,PAPA HUAMANTANGA,1.4
2019-02-08,PAPA PERUANITA (INJERTO),1.75
2019-02-09,PAPA AMARILLA,1.9
2019-02-09,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.1
2019-02-09,PAPA HUAMANTANGA,1.5
2019-02-09,PAPA PERUANITA (INJERTO),1.83
2019-02-10,PAPA AMARILLA,2.0
2019-02-10,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.2
2019-02-10,PAPA HUAMANTANGA,1.52
2019-02-10,PAPA PERUANITA (INJERTO),1.85
2019-02-11,PAPA AMARILLA,2.1
2019-02-11,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.3
2019-02-11,PAPA HUAMANTANGA,1.53
