dates,producto,precio_mean
2014-02-25,PAPA BLANCA/VALLE/OTROS,0.61
2014-02-25,PAPA COLOR/VALLE/OTROS,0.64
2014-02-25,PAPA NEGRA ANDINA,0.6
2014-02-25,PAPA YUNGAY,0.5
2014-02-25,PAPA UNICA,0.64
2014-02-25,PAPA CANCHAN,0.65
2014-02-26,PAPA BLANCA/VALLE/OTROS,0.7
2014-02-26,PAPA COLOR/VALLE/OTROS,0.68
2014-02-26,PAPA NEGRA ANDINA,0.64
2014-02-26,PAPA YUNGAY,0.53
2014-02-26,PAPA UNICA,0.69
2014-02-26,PAPA CANCHAN,0.69
2014-02-27,PAPA BLANCA/VALLE/OTROS,0.68
2014-02-27,PAPA COLOR/VALLE/OTROS,0.69
2014-02-27,PAPA NEGRA ANDINA,0.59
2014-02-27,PAPA YUNGAY,0.57
2014-02-27,PAPA UNICA,0.77
2014-02-27,PAPA CANCHAN,0.61
2014-02-28,PAPA BLANCA/VALLE/OTROS,0.73
2014-02-28,PAPA COLOR/VALLE/OTROS,0.75
2014-02-28,PAPA NEGRA ANDINA,0.68
2014-02-28,PAPA YUNGAY,0.63
2014-02-28,PAPA UNICA,0.83
2014-02-28,PAPA CANCHAN,0.68
2014-03-01,PAPA BLANCA/VALLE/OTROS,0.71
2014-03-01,PAPA COLOR/VALLE/OTROS,0.75
2014-03-01,PAPA NEGRA ANDINA,0.61
2014-03-01,PAPA YUNGAY,0.61
2014-03-01,PAPA UNICA,0.75
2014-03-01,PAPA CANCHAN,0.76
2014-03-02,PAPA BLANCA/VALLE/OTROS,0.7
2014-03-02,PAPA COLOR/VALLE/OTROS,0.76
2014-03-02,PAPA NEGRA ANDINA,0.66
2014-03-02,PAPA YUNGAY,0.59
2014-03-02,PAPA UNICA,0.73
2014-03-02,PAPA CANCHAN,0.79
