producto,year,month,day,precio_min,precio_max,precio_mean
PAPA COLOR/VALLE/OTROS,2022,6,1,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,1,1.7,2.1,1.9
PAPA HUAMANTANGA,2022,6,1,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,1,1.4,1.8,1.58
PAPA PERUANITA (INJERTO),2022,6,1,1.7,2.2,1.93
PAPA YUNGAY,2022,6,1,1.4,1.7,1.55
PAPA UNICA,2022,6,1,1.4,1.8,1.63
PAPA CANCHAN,2022,6,1,1.3,1.7,1.5
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,2,1.9,2.7,2.25
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,2,2.0,2.5,2.25
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,2,1.5,2.0,1.75
PAPA AMARILLA,2022,6,2,2.1,2.5,2.3
PAPA BLANCA/VALLE/OTROS,2022,6,2,1.4,1.7,1.55
PAPA COLOR/VALLE/OTROS,2022,6,2,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,2,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,6,2,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,2,1.4,1.7,1.55
PAPA PERUANITA (INJERTO),2022,6,2,1.7,2.2,1.93
PAPA YUNGAY,2022,6,2,1.3,1.6,1.45
PAPA UNICA,2022,6,2,1.4,1.7,1.55
PAPA CANCHAN,2022,6,2,1.3,1.6,1.45
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,3,1.9,2.7,2.25
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,3,2.0,2.5,2.25
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,3,1.5,2.0,1.75
PAPA AMARILLA,2022,6,3,2.1,2.5,2.3
PAPA BLANCA/VALLE/OTROS,2022,6,3,1.4,1.6,1.53
PAPA COLOR/VALLE/OTROS,2022,6,3,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,3,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,6,3,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,3,1.4,1.6,1.5
PAPA PERUANITA (INJERTO),2022,6,3,1.7,2.2,1.93
PAPA YUNGAY,2022,6,3,1.3,1.6,1.45
PAPA UNICA,2022,6,3,1.4,1.7,1.55
PAPA CANCHAN,2022,6,3,1.3,1.6,1.45
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,4,1.9,2.7,2.25
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,4,2.0,2.5,2.23
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,4,1.5,2.0,1.75
PAPA AMARILLA,2022,6,4,2.1,2.5,2.28
PAPA BLANCA/VALLE/OTROS,2022,6,4,1.4,1.6,1.53
PAPA COLOR/VALLE/OTROS,2022,6,4,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,4,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,6,4,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,4,1.4,1.6,1.5
PAPA PERUANITA (INJERTO),2022,6,4,1.7,2.2,1.93
PAPA YUNGAY,2022,6,4,1.3,1.6,1.45
PAPA UNICA,2022,6,4,1.4,1.7,1.55
PAPA CANCHAN,2022,6,4,1.3,1.6,1.45
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,5,1.9,2.7,2.25
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,5,2.0,2.5,2.23
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,5,1.5,2.0,1.75
PAPA AMARILLA,2022,6,5,2.1,2.5,2.28
PAPA BLANCA/VALLE/OTROS,2022,6,5,1.4,1.6,1.53
PAPA COLOR/VALLE/OTROS,2022,6,5,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,5,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,6,5,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,5,1.4,1.6,1.5
PAPA PERUANITA (INJERTO),2022,6,5,1.7,2.2,1.93
PAPA YUNGAY,2022,6,5,1.3,1.6,1.45
PAPA UNICA,2022,6,5,1.4,1.7,1.55
PAPA CANCHAN,2022,6,5,1.3,1.6,1.45
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,6,1.9,2.8,2.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,6,2.0,2.5,2.2
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,6,1.5,2.0,1.75
PAPA AMARILLA,2022,6,6,2.1,2.5,2.28
PAPA BLANCA/VALLE/OTROS,2022,6,6,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,6,6,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,6,1.7,2.1,1.9
PAPA HUAMANTANGA,2022,6,6,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,6,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,6,1.7,2.2,1.93
PAPA YUNGAY,2022,6,6,1.2,1.5,1.35
PAPA UNICA,2022,6,6,1.3,1.6,1.48
PAPA CANCHAN,2022,6,6,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,7,1.9,2.8,2.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,7,2.0,2.5,2.2
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,7,1.5,2.0,1.75
PAPA AMARILLA,2022,6,7,2.1,2.5,2.28
PAPA BLANCA/VALLE/OTROS,2022,6,7,1.3,1.5,1.4
PAPA COLOR/VALLE/OTROS,2022,6,7,1.4,1.8,1.6
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,7,1.7,2.1,1.9
PAPA HUAMANTANGA,2022,6,7,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,7,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,7,1.7,2.2,1.93
PAPA YUNGAY,2022,6,7,1.2,1.5,1.35
PAPA UNICA,2022,6,7,1.3,1.5,1.43
PAPA CANCHAN,2022,6,7,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,8,1.9,2.8,2.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,8,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,8,1.0,2.0,1.5
PAPA AMARILLA,2022,6,8,2.0,2.5,2.23
PAPA BLANCA/VALLE/OTROS,2022,6,8,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,8,1.3,1.7,1.5
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,8,1.6,2.1,1.88
PAPA HUAMANTANGA,2022,6,8,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,8,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,8,1.6,2.2,1.88
PAPA YUNGAY,2022,6,8,1.2,1.5,1.35
PAPA UNICA,2022,6,8,1.2,1.5,1.35
PAPA CANCHAN,2022,6,8,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,9,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,9,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,9,1.0,2.0,1.5
PAPA AMARILLA,2022,6,9,2.0,2.5,2.25
PAPA BLANCA/VALLE/OTROS,2022,6,9,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,9,1.3,1.6,1.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,9,1.6,2.1,1.85
PAPA HUAMANTANGA,2022,6,9,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,9,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,9,1.6,2.1,1.85
PAPA YUNGAY,2022,6,9,1.2,1.5,1.35
PAPA UNICA,2022,6,9,1.2,1.5,1.35
PAPA CANCHAN,2022,6,9,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,10,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,10,1.8,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,10,1.0,2.0,1.5
PAPA AMARILLA,2022,6,10,2.0,2.5,2.25
PAPA BLANCA/VALLE/OTROS,2022,6,10,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,10,1.3,1.6,1.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,10,1.6,2.0,1.8
PAPA HUAMANTANGA,2022,6,10,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,10,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,10,1.6,2.1,1.83
PAPA YUNGAY,2022,6,10,1.2,1.5,1.35
PAPA UNICA,2022,6,10,1.2,1.5,1.35
PAPA CANCHAN,2022,6,10,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,11,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,11,1.9,2.5,2.18
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,11,1.0,2.0,1.5
PAPA AMARILLA,2022,6,11,2.0,2.5,2.28
PAPA BLANCA/VALLE/OTROS,2022,6,11,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,6,11,1.3,1.7,1.5
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,11,1.7,2.0,1.85
PAPA HUAMANTANGA,2022,6,11,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,11,1.3,1.7,1.48
PAPA PERUANITA (INJERTO),2022,6,11,1.7,2.1,1.88
PAPA YUNGAY,2022,6,11,1.2,1.6,1.4
PAPA UNICA,2022,6,11,1.3,1.5,1.38
PAPA CANCHAN,2022,6,11,1.2,1.6,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,12,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,12,1.9,2.5,2.18
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,12,1.0,2.0,1.5
PAPA AMARILLA,2022,6,12,2.0,2.5,2.28
PAPA BLANCA/VALLE/OTROS,2022,6,12,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,6,12,1.3,1.7,1.5
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,12,1.7,2.0,1.85
PAPA HUAMANTANGA,2022,6,12,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,12,1.3,1.7,1.48
PAPA PERUANITA (INJERTO),2022,6,12,1.7,2.1,1.88
PAPA YUNGAY,2022,6,12,1.2,1.6,1.4
PAPA UNICA,2022,6,12,1.3,1.5,1.38
PAPA CANCHAN,2022,6,12,1.2,1.6,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,13,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,13,1.9,2.5,2.18
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,13,1.5,2.0,1.75
PAPA AMARILLA,2022,6,13,2.0,2.5,2.28
PAPA BLANCA/VALLE/OTROS,2022,6,13,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,13,1.3,1.7,1.5
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,13,1.6,2.0,1.83
PAPA HUAMANTANGA,2022,6,13,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,13,1.3,1.7,1.48
PAPA PERUANITA (INJERTO),2022,6,13,1.7,2.1,1.88
PAPA YUNGAY,2022,6,13,1.2,1.5,1.35
PAPA UNICA,2022,6,13,1.3,1.5,1.38
PAPA CANCHAN,2022,6,13,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,14,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,14,1.8,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,14,1.0,2.0,1.63
PAPA AMARILLA,2022,6,14,2.2,2.5,2.35
PAPA BLANCA/VALLE/OTROS,2022,6,14,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,14,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,14,1.7,2.0,1.85
PAPA HUAMANTANGA,2022,6,14,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,14,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,14,1.7,2.1,1.88
PAPA YUNGAY,2022,6,14,1.2,1.5,1.35
PAPA UNICA,2022,6,14,1.25,1.5,1.36
PAPA CANCHAN,2022,6,14,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,15,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,15,1.9,2.5,2.18
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,15,1.0,2.0,1.5
PAPA AMARILLA,2022,6,15,2.2,2.5,2.35
PAPA BLANCA/VALLE/OTROS,2022,6,15,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,15,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,15,1.7,2.1,1.9
PAPA HUAMANTANGA,2022,6,15,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,15,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,15,1.8,2.1,1.95
PAPA YUNGAY,2022,6,15,1.2,1.5,1.35
PAPA UNICA,2022,6,15,1.2,1.5,1.35
PAPA CANCHAN,2022,6,15,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,16,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,16,1.9,2.5,2.18
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,16,1.0,2.0,1.5
PAPA AMARILLA,2022,6,16,2.2,2.5,2.35
PAPA BLANCA/VALLE/OTROS,2022,6,16,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,16,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,16,1.7,2.1,1.88
PAPA HUAMANTANGA,2022,6,16,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,16,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,16,1.8,2.1,1.95
PAPA YUNGAY,2022,6,16,1.2,1.5,1.35
PAPA UNICA,2022,6,16,1.2,1.5,1.35
PAPA CANCHAN,2022,6,16,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,17,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,17,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,17,1.0,2.0,1.5
PAPA AMARILLA,2022,6,17,2.2,2.5,2.35
PAPA BLANCA/VALLE/OTROS,2022,6,17,1.2,1.5,1.35
PAPA COLOR/VALLE/OTROS,2022,6,17,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,17,1.7,2.1,1.93
PAPA HUAMANTANGA,2022,6,17,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,17,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,17,1.8,2.1,1.95
PAPA YUNGAY,2022,6,17,1.2,1.5,1.35
PAPA UNICA,2022,6,17,1.3,1.5,1.38
PAPA CANCHAN,2022,6,17,1.2,1.6,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,18,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,18,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,18,1.0,2.0,1.5
PAPA AMARILLA,2022,6,18,2.3,2.6,2.45
PAPA BLANCA/VALLE/OTROS,2022,6,18,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,6,18,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,18,1.7,2.1,1.93
PAPA HUAMANTANGA,2022,6,18,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,18,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,18,1.8,2.2,1.98
PAPA YUNGAY,2022,6,18,1.3,1.6,1.45
PAPA UNICA,2022,6,18,1.3,1.6,1.4
PAPA CANCHAN,2022,6,18,1.2,1.6,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,19,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,19,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,19,1.0,2.0,1.5
PAPA AMARILLA,2022,6,19,2.3,2.6,2.45
PAPA BLANCA/VALLE/OTROS,2022,6,19,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,6,19,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,19,1.7,2.1,1.93
PAPA HUAMANTANGA,2022,6,19,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,19,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,19,1.8,2.2,1.98
PAPA YUNGAY,2022,6,19,1.3,1.6,1.45
PAPA UNICA,2022,6,19,1.3,1.6,1.4
PAPA CANCHAN,2022,6,19,1.2,1.6,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,20,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,20,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,20,1.5,2.0,1.75
PAPA AMARILLA,2022,6,20,2.3,2.8,2.55
PAPA BLANCA/VALLE/OTROS,2022,6,20,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,6,20,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,20,1.7,2.0,1.9
PAPA HUAMANTANGA,2022,6,20,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,20,1.35,1.6,1.46
PAPA PERUANITA (INJERTO),2022,6,20,1.8,2.1,1.95
PAPA YUNGAY,2022,6,20,1.3,1.6,1.45
PAPA UNICA,2022,6,20,1.3,1.6,1.45
PAPA CANCHAN,2022,6,20,1.2,1.6,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,21,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,21,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,21,1.5,2.0,1.75
PAPA AMARILLA,2022,6,21,2.4,3.0,2.7
PAPA BLANCA/VALLE/OTROS,2022,6,21,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,6,21,1.4,1.7,1.55
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,21,1.7,2.0,1.9
PAPA HUAMANTANGA,2022,6,21,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,21,1.35,1.6,1.46
PAPA PERUANITA (INJERTO),2022,6,21,1.8,2.1,1.95
PAPA YUNGAY,2022,6,21,1.3,1.6,1.45
PAPA UNICA,2022,6,21,1.3,1.6,1.45
PAPA CANCHAN,2022,6,21,1.2,1.6,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,22,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,22,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,22,1.5,2.0,1.75
PAPA AMARILLA,2022,6,22,2.6,3.0,2.78
PAPA BLANCA/VALLE/OTROS,2022,6,22,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,6,22,1.4,1.8,1.58
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,22,1.7,2.1,1.93
PAPA HUAMANTANGA,2022,6,22,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,22,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,6,22,1.8,2.1,1.95
PAPA YUNGAY,2022,6,22,1.3,1.6,1.45
PAPA UNICA,2022,6,22,1.3,1.6,1.45
PAPA CANCHAN,2022,6,22,1.2,1.5,1.35
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,23,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,23,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,23,1.5,2.0,1.75
PAPA AMARILLA,2022,6,23,2.7,3.2,2.93
PAPA BLANCA/VALLE/OTROS,2022,6,23,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,6,23,1.4,1.8,1.58
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,23,1.7,2.1,1.93
PAPA HUAMANTANGA,2022,6,23,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,23,1.3,1.7,1.48
PAPA PERUANITA (INJERTO),2022,6,23,1.8,2.1,1.95
PAPA YUNGAY,2022,6,23,1.4,1.6,1.5
PAPA UNICA,2022,6,23,1.3,1.7,1.48
PAPA CANCHAN,2022,6,23,1.3,1.5,1.38
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,24,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,24,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,24,1.0,2.0,1.63
PAPA AMARILLA,2022,6,24,2.8,3.3,3.0
PAPA BLANCA/VALLE/OTROS,2022,6,24,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,6,24,1.4,1.8,1.58
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,24,1.7,2.1,1.93
PAPA HUAMANTANGA,2022,6,24,1.5,1.8,1.65
PAPA NEGRA ANDINA,2022,6,24,1.3,1.7,1.48
PAPA PERUANITA (INJERTO),2022,6,24,1.8,2.1,1.95
PAPA YUNGAY,2022,6,24,1.4,1.6,1.5
PAPA UNICA,2022,6,24,1.3,1.7,1.48
PAPA CANCHAN,2022,6,24,1.3,1.5,1.43
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,25,1.8,2.8,2.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,25,2.0,2.5,2.2
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,25,1.5,2.5,2.0
PAPA AMARILLA,2022,6,25,2.9,3.4,3.1
PAPA BLANCA/VALLE/OTROS,2022,6,25,1.3,1.8,1.6
PAPA COLOR/VALLE/OTROS,2022,6,25,1.4,2.0,1.68
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,25,1.8,2.1,1.95
PAPA HUAMANTANGA,2022,6,25,1.5,1.9,1.68
PAPA NEGRA ANDINA,2022,6,25,1.4,2.0,1.68
PAPA PERUANITA (INJERTO),2022,6,25,1.8,2.1,1.95
PAPA YUNGAY,2022,6,25,1.5,2.0,1.73
PAPA UNICA,2022,6,25,1.4,2.0,1.68
PAPA CANCHAN,2022,6,25,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,26,1.8,2.8,2.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,26,2.0,2.5,2.2
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,26,1.5,2.5,2.0
PAPA AMARILLA,2022,6,26,2.9,3.4,3.1
PAPA BLANCA/VALLE/OTROS,2022,6,26,1.3,1.8,1.6
PAPA COLOR/VALLE/OTROS,2022,6,26,1.4,2.0,1.68
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,26,1.8,2.1,1.95
PAPA HUAMANTANGA,2022,6,26,1.5,1.9,1.68
PAPA NEGRA ANDINA,2022,6,26,1.4,2.0,1.68
PAPA PERUANITA (INJERTO),2022,6,26,1.8,2.1,1.95
PAPA YUNGAY,2022,6,26,1.5,2.0,1.73
PAPA UNICA,2022,6,26,1.4,2.0,1.68
PAPA CANCHAN,2022,6,26,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,27,1.8,3.0,2.38
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,27,2.0,2.5,2.2
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,27,1.5,2.0,1.75
PAPA AMARILLA,2022,6,27,2.9,3.5,3.18
PAPA BLANCA/VALLE/OTROS,2022,6,27,1.5,2.2,1.85
PAPA COLOR/VALLE/OTROS,2022,6,27,1.7,2.0,1.85
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,27,1.8,2.1,1.95
PAPA HUAMANTANGA,2022,6,27,1.5,2.1,1.73
PAPA NEGRA ANDINA,2022,6,27,1.5,2.0,1.73
PAPA PERUANITA (INJERTO),2022,6,27,1.8,2.1,1.95
PAPA YUNGAY,2022,6,27,1.6,2.0,1.78
PAPA UNICA,2022,6,27,1.5,2.0,1.73
PAPA CANCHAN,2022,6,27,1.5,2.0,1.73
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,28,1.8,3.0,2.38
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,28,2.0,2.5,2.2
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,28,2.0,2.5,2.38
PAPA AMARILLA,2022,6,28,2.9,3.5,3.18
PAPA BLANCA/VALLE/OTROS,2022,6,28,1.5,2.0,1.78
PAPA COLOR/VALLE/OTROS,2022,6,28,1.7,2.0,1.85
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,28,1.8,2.1,1.95
PAPA HUAMANTANGA,2022,6,28,1.5,2.1,1.73
PAPA NEGRA ANDINA,2022,6,28,1.5,2.0,1.73
PAPA PERUANITA (INJERTO),2022,6,28,1.8,2.0,1.93
PAPA YUNGAY,2022,6,28,1.6,1.9,1.75
PAPA UNICA,2022,6,28,1.5,2.0,1.73
PAPA CANCHAN,2022,6,28,1.5,2.0,1.73
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,29,1.8,3.0,2.38
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,29,2.0,2.5,2.2
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,29,2.0,2.5,2.38
PAPA AMARILLA,2022,6,29,2.9,3.5,3.18
