producto,year,month,day,precio_min,precio_max,precio_mean
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,8,0.7,1.4,1.08
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,8,1.5,2.0,1.75
PAPA AMARILLA,2016,5,8,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2016,5,8,0.6,0.8,0.69
PAPA COLOR/VALLE/OTROS,2016,5,8,0.65,0.95,0.78
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,8,1.0,1.2,1.09
PAPA HUAMANTANGA,2016,5,8,0.9,1.1,1.0
PAPA NEGRA ANDINA,2016,5,8,0.6,0.9,0.75
PAPA PERUANITA (INJERTO),2016,5,8,1.0,1.2,1.09
PAPA PERRICHOLI,2016,5,8,0.6,0.8,0.71
PAPA YUNGAY,2016,5,8,0.6,0.75,0.68
PAPA UNICA,2016,5,8,0.65,0.85,0.75
PAPA CANCHAN,2016,5,8,0.65,0.95,0.8
CEBOLLA CABEZA BLANCA NACIONAL,2016,5,7,1.0,2.7,1.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,7,0.7,1.4,1.08
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,7,1.5,2.0,1.75
PAPA AMARILLA,2016,5,7,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2016,5,7,0.6,0.8,0.69
PAPA COLOR/VALLE/OTROS,2016,5,7,0.65,0.95,0.78
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,7,1.0,1.2,1.09
PAPA HUAMANTANGA,2016,5,7,0.9,1.1,1.0
PAPA NEGRA ANDINA,2016,5,7,0.6,0.9,0.75
PAPA PERUANITA (INJERTO),2016,5,7,1.0,1.2,1.09
PAPA PERRICHOLI,2016,5,7,0.6,0.8,0.71
PAPA YUNGAY,2016,5,7,0.6,0.75,0.68
PAPA UNICA,2016,5,7,0.65,0.85,0.75
PAPA CANCHAN,2016,5,7,0.65,0.95,0.8
CEBOLLA CABEZA BLANCA NACIONAL,2016,5,6,1.0,2.7,1.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,6,0.7,1.4,1.08
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,6,0.8,1.0,0.95
PAPA AMARILLA,2016,5,6,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2016,5,6,0.6,0.8,0.69
PAPA COLOR/VALLE/OTROS,2016,5,6,0.65,0.9,0.76
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,6,1.0,1.2,1.09
PAPA HUAMANTANGA,2016,5,6,0.9,1.1,1.0
PAPA NEGRA ANDINA,2016,5,6,0.6,0.9,0.75
PAPA PERUANITA (INJERTO),2016,5,6,1.0,1.2,1.1
PAPA PERRICHOLI,2016,5,6,0.6,0.8,0.71
PAPA YUNGAY,2016,5,6,0.6,0.75,0.68
PAPA UNICA,2016,5,6,0.65,0.85,0.75
PAPA CANCHAN,2016,5,6,0.65,0.9,0.79
CEBOLLA CABEZA BLANCA NACIONAL,2016,5,5,1.1,2.8,1.93
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,5,0.7,1.3,1.03
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,5,1.0,1.5,1.25
PAPA AMARILLA,2016,5,5,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2016,5,5,0.6,0.8,0.69
PAPA COLOR/VALLE/OTROS,2016,5,5,0.65,0.9,0.76
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,5,1.0,1.1,1.06
PAPA HUAMANTANGA,2016,5,5,0.9,1.0,0.95
PAPA NEGRA ANDINA,2016,5,5,0.6,1.05,0.84
PAPA PERUANITA (INJERTO),2016,5,5,1.0,1.1,1.06
PAPA PERRICHOLI,2016,5,5,0.6,0.8,0.71
PAPA YUNGAY,2016,5,5,0.6,0.75,0.68
PAPA UNICA,2016,5,5,0.65,0.85,0.75
PAPA CANCHAN,2016,5,5,0.65,0.9,0.79
CEBOLLA CABEZA BLANCA NACIONAL,2016,5,4,1.2,2.8,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,4,0.7,1.3,1.03
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,4,1.5,2.0,1.75
PAPA AMARILLA,2016,5,4,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2016,5,4,0.55,0.8,0.68
PAPA COLOR/VALLE/OTROS,2016,5,4,0.65,0.9,0.75
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,4,1.0,1.2,1.1
PAPA HUAMANTANGA,2016,5,4,1.0,1.1,1.06
PAPA NEGRA ANDINA,2016,5,4,0.6,0.9,0.75
PAPA PERUANITA (INJERTO),2016,5,4,1.0,1.2,1.1
PAPA PERRICHOLI,2016,5,4,0.6,0.8,0.69
PAPA YUNGAY,2016,5,4,0.55,0.75,0.66
PAPA UNICA,2016,5,4,0.65,0.8,0.73
PAPA CANCHAN,2016,5,4,0.65,0.9,0.79
CEBOLLA CABEZA BLANCA NACIONAL,2016,5,3,1.3,2.8,2.03
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,3,0.7,1.3,1.03
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,3,1.0,1.5,1.25
PAPA AMARILLA,2016,5,3,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2016,5,3,0.55,0.85,0.69
PAPA COLOR/VALLE/OTROS,2016,5,3,0.7,0.85,0.78
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,3,1.0,1.1,1.05
PAPA HUAMANTANGA,2016,5,3,1.0,1.1,1.06
PAPA NEGRA ANDINA,2016,5,3,0.6,0.8,0.7
PAPA PERUANITA (INJERTO),2016,5,3,1.0,1.2,1.1
PAPA PERRICHOLI,2016,5,3,0.6,0.85,0.7
PAPA YUNGAY,2016,5,3,0.55,0.75,0.66
PAPA UNICA,2016,5,3,0.7,0.85,0.78
PAPA CANCHAN,2016,5,3,0.7,0.85,0.78
CEBOLLA CABEZA BLANCA NACIONAL,2016,5,2,1.2,2.8,2.0
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,2,0.7,1.2,1.0
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,2,1.5,2.0,1.83
PAPA AMARILLA,2016,5,2,1.5,1.8,1.63
PAPA BLANCA/VALLE/OTROS,2016,5,2,0.5,0.75,0.63
PAPA COLOR/VALLE/OTROS,2016,5,2,0.6,0.85,0.73
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,2,0.95,1.0,0.99
PAPA HUAMANTANGA,2016,5,2,1.0,1.2,1.1
PAPA NEGRA ANDINA,2016,5,2,0.6,0.75,0.68
PAPA PERUANITA (INJERTO),2016,5,2,1.0,1.2,1.1
PAPA PERRICHOLI,2016,5,2,0.6,0.75,0.68
PAPA YUNGAY,2016,5,2,0.5,0.65,0.58
PAPA UNICA,2016,5,2,0.7,0.85,0.78
PAPA CANCHAN,2016,5,2,0.6,0.75,0.68
CEBOLLA CABEZA BLANCA NACIONAL,2016,5,1,1.2,2.8,2.0
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,5,1,0.7,1.2,1.0
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,5,1,1.5,2.0,1.78
PAPA AMARILLA,2016,5,1,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2016,5,1,0.5,0.75,0.63
PAPA COLOR/VALLE/OTROS,2016,5,1,0.6,0.75,0.69
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2016,5,1,0.9,1.0,0.96
PAPA HUAMANTANGA,2016,5,1,1.0,1.1,1.08
PAPA NEGRA ANDINA,2016,5,1,0.6,0.75,0.68
PAPA PERUANITA (INJERTO),2016,5,1,1.1,1.2,1.15
PAPA PERRICHOLI,2016,5,1,0.6,0.75,0.68
PAPA YUNGAY,2016,5,1,0.5,0.65,0.58
PAPA UNICA,2016,5,1,0.65,0.75,0.7
PAPA CANCHAN,2016,5,1,0.6,0.75,0.68
CEBOLLA CABEZA BLANCA NACIONAL,2016,4,30,1.2,2.8,2.0
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2016,4,30,0.7,1.2,1.0
CEBOLLA CHINA (CRIOLLA/SERRANA),2016,4,30,1.5,2.0,1.78
PAPA AMARILLA,2016,4,30,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2016,4,30,0.5,0.75,0.63
