producto,year,month,day,precio_min,precio_max,precio_mean
PAPA AMARILLA,2020,11,29,1.3,1.6,1.45
PAPA BLANCA/VALLE/OTROS,2020,11,29,0.5,0.65,0.58
PAPA COLOR/VALLE/OTROS,2020,11,29,0.3,0.5,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,29,1.5,2.0,1.73
PAPA HUAMANTANGA,2020,11,29,1.3,1.6,1.45
PAPA NEGRA ANDINA,2020,11,29,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,29,1.5,1.7,1.63
PAPA YUNGAY,2020,11,29,0.5,0.65,0.58
PAPA UNICA,2020,11,29,0.3,0.4,0.35
PAPA CANCHAN,2020,11,29,0.4,0.5,0.45
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,28,1.2,1.4,1.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,28,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,28,1.5,2.0,1.63
PAPA AMARILLA,2020,11,28,1.3,1.6,1.45
PAPA BLANCA/VALLE/OTROS,2020,11,28,0.5,0.65,0.58
PAPA COLOR/VALLE/OTROS,2020,11,28,0.3,0.5,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,28,1.5,2.1,1.85
PAPA HUAMANTANGA,2020,11,28,1.4,1.7,1.55
PAPA NEGRA ANDINA,2020,11,28,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,28,1.5,1.7,1.6
PAPA YUNGAY,2020,11,28,0.5,0.65,0.58
PAPA UNICA,2020,11,28,0.3,0.4,0.35
PAPA CANCHAN,2020,11,28,0.4,0.5,0.45
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,27,1.2,1.4,1.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,27,0.5,1.2,0.85
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,27,1.0,1.5,1.25
PAPA AMARILLA,2020,11,27,1.3,1.6,1.45
PAPA BLANCA/VALLE/OTROS,2020,11,27,0.5,0.65,0.58
PAPA COLOR/VALLE/OTROS,2020,11,27,0.35,0.5,0.41
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,27,1.6,2.2,1.9
PAPA HUAMANTANGA,2020,11,27,1.3,1.6,1.45
PAPA NEGRA ANDINA,2020,11,27,0.6,0.75,0.68
PAPA PERUANITA (INJERTO),2020,11,27,1.4,1.8,1.6
PAPA YUNGAY,2020,11,27,0.5,0.65,0.58
PAPA UNICA,2020,11,27,0.35,0.45,0.4
PAPA CANCHAN,2020,11,27,0.35,0.5,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,26,1.2,1.4,1.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,26,0.5,1.2,0.85
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,26,1.0,1.5,1.25
PAPA AMARILLA,2020,11,26,1.3,1.6,1.45
PAPA BLANCA/VALLE/OTROS,2020,11,26,0.5,0.65,0.58
PAPA COLOR/VALLE/OTROS,2020,11,26,0.35,0.5,0.41
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,26,1.6,2.2,1.9
PAPA HUAMANTANGA,2020,11,26,1.3,1.6,1.45
PAPA NEGRA ANDINA,2020,11,26,0.65,0.75,0.69
PAPA PERUANITA (INJERTO),2020,11,26,1.4,1.8,1.6
PAPA YUNGAY,2020,11,26,0.5,0.65,0.58
PAPA UNICA,2020,11,26,0.35,0.45,0.4
PAPA CANCHAN,2020,11,26,0.35,0.5,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,25,1.2,1.4,1.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,25,0.6,1.2,0.88
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,25,1.1,1.5,1.28
PAPA AMARILLA,2020,11,25,1.3,1.6,1.45
PAPA BLANCA/VALLE/OTROS,2020,11,25,0.5,0.65,0.58
PAPA COLOR/VALLE/OTROS,2020,11,25,0.38,0.6,0.46
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,25,1.5,2.1,1.83
PAPA HUAMANTANGA,2020,11,25,1.3,1.6,1.45
PAPA NEGRA ANDINA,2020,11,25,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2020,11,25,1.4,1.8,1.6
PAPA YUNGAY,2020,11,25,0.48,0.65,0.57
PAPA UNICA,2020,11,25,0.38,0.45,0.42
PAPA CANCHAN,2020,11,25,0.4,0.6,0.49
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,24,1.2,1.4,1.3
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,24,0.5,1.2,0.85
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,24,1.5,1.5,1.5
PAPA AMARILLA,2020,11,24,1.3,1.5,1.38
PAPA BLANCA/VALLE/OTROS,2020,11,24,0.48,0.65,0.57
PAPA COLOR/VALLE/OTROS,2020,11,24,0.37,0.6,0.46
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,24,1.5,2.1,1.83
PAPA HUAMANTANGA,2020,11,24,1.3,1.6,1.45
PAPA NEGRA ANDINA,2020,11,24,0.7,0.8,0.74
PAPA PERUANITA (INJERTO),2020,11,24,1.5,1.8,1.63
PAPA YUNGAY,2020,11,24,0.48,0.65,0.57
PAPA UNICA,2020,11,24,0.37,0.45,0.41
PAPA CANCHAN,2020,11,24,0.4,0.6,0.49
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,23,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,23,0.6,1.2,0.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,23,1.1,1.5,1.28
PAPA AMARILLA,2020,11,23,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2020,11,23,0.4,0.55,0.48
PAPA COLOR/VALLE/OTROS,2020,11,23,0.4,0.6,0.48
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,23,1.4,2.3,1.8
PAPA HUAMANTANGA,2020,11,23,1.3,1.5,1.4
PAPA NEGRA ANDINA,2020,11,23,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,23,1.6,1.9,1.75
PAPA YUNGAY,2020,11,23,0.4,0.55,0.48
PAPA UNICA,2020,11,23,0.4,0.45,0.42
PAPA CANCHAN,2020,11,23,0.45,0.6,0.53
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,22,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,22,0.6,1.2,0.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,22,1.0,1.5,1.25
PAPA AMARILLA,2020,11,22,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2020,11,22,0.4,0.55,0.48
PAPA COLOR/VALLE/OTROS,2020,11,22,0.38,0.6,0.47
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,22,1.4,2.3,1.8
PAPA HUAMANTANGA,2020,11,22,1.3,1.5,1.39
PAPA NEGRA ANDINA,2020,11,22,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,22,1.6,1.9,1.75
PAPA YUNGAY,2020,11,22,0.4,0.55,0.48
PAPA UNICA,2020,11,22,0.38,0.45,0.41
PAPA CANCHAN,2020,11,22,0.45,0.6,0.53
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,21,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,21,0.5,1.25,0.89
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,21,1.0,1.5,1.33
PAPA AMARILLA,2020,11,21,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2020,11,21,0.4,0.55,0.48
PAPA COLOR/VALLE/OTROS,2020,11,21,0.38,0.6,0.47
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,21,1.4,2.3,1.8
PAPA HUAMANTANGA,2020,11,21,1.3,1.5,1.4
PAPA NEGRA ANDINA,2020,11,21,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,21,1.6,1.9,1.75
PAPA YUNGAY,2020,11,21,0.4,0.55,0.48
PAPA UNICA,2020,11,21,0.38,0.45,0.42
PAPA CANCHAN,2020,11,21,0.45,0.6,0.53
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,20,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,20,0.5,1.2,0.88
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,20,0.8,1.0,0.9
PAPA AMARILLA,2020,11,20,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2020,11,20,0.4,0.6,0.5
PAPA COLOR/VALLE/OTROS,2020,11,20,0.4,0.55,0.46
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,20,1.5,2.3,1.9
PAPA HUAMANTANGA,2020,11,20,1.5,1.6,1.55
PAPA NEGRA ANDINA,2020,11,20,0.65,0.75,0.71
PAPA PERUANITA (INJERTO),2020,11,20,1.6,1.85,1.74
PAPA YUNGAY,2020,11,20,0.4,0.6,0.5
PAPA UNICA,2020,11,20,0.4,0.45,0.43
PAPA CANCHAN,2020,11,20,0.45,0.55,0.5
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,19,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,19,0.5,1.2,0.88
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,19,1.0,1.0,1.0
PAPA AMARILLA,2020,11,19,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2020,11,19,0.4,0.6,0.5
PAPA COLOR/VALLE/OTROS,2020,11,19,0.4,0.55,0.46
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,19,1.5,2.3,1.9
PAPA HUAMANTANGA,2020,11,19,1.5,1.6,1.55
PAPA NEGRA ANDINA,2020,11,19,0.7,0.75,0.73
PAPA PERUANITA (INJERTO),2020,11,19,1.6,1.85,1.74
PAPA YUNGAY,2020,11,19,0.4,0.6,0.5
PAPA UNICA,2020,11,19,0.4,0.45,0.43
PAPA CANCHAN,2020,11,19,0.45,0.55,0.5
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,18,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,18,0.6,1.3,0.93
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,18,1.0,1.2,1.08
PAPA AMARILLA,2020,11,18,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2020,11,18,0.4,0.6,0.5
PAPA COLOR/VALLE/OTROS,2020,11,18,0.4,0.55,0.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,18,1.5,2.2,1.83
PAPA HUAMANTANGA,2020,11,18,1.4,1.7,1.55
PAPA NEGRA ANDINA,2020,11,18,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,18,1.5,1.8,1.65
PAPA YUNGAY,2020,11,18,0.4,0.6,0.5
PAPA UNICA,2020,11,18,0.4,0.45,0.43
PAPA CANCHAN,2020,11,18,0.4,0.55,0.48
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,17,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,17,0.5,1.3,0.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,17,1.0,1.3,1.13
PAPA AMARILLA,2020,11,17,1.5,1.7,1.58
PAPA BLANCA/VALLE/OTROS,2020,11,17,0.4,0.6,0.5
PAPA COLOR/VALLE/OTROS,2020,11,17,0.4,0.55,0.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,17,1.5,2.2,1.83
PAPA HUAMANTANGA,2020,11,17,1.5,1.7,1.58
PAPA NEGRA ANDINA,2020,11,17,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,17,1.5,1.8,1.65
PAPA YUNGAY,2020,11,17,0.4,0.6,0.5
PAPA UNICA,2020,11,17,0.4,0.45,0.43
PAPA CANCHAN,2020,11,17,0.4,0.55,0.48
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,16,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,16,0.5,1.3,0.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,16,1.0,1.5,1.38
PAPA AMARILLA,2020,11,16,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2020,11,16,0.45,0.7,0.56
PAPA COLOR/VALLE/OTROS,2020,11,16,0.35,0.55,0.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,16,1.4,2.2,1.78
PAPA HUAMANTANGA,2020,11,16,1.3,1.6,1.45
PAPA NEGRA ANDINA,2020,11,16,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,16,1.4,1.8,1.6
PAPA YUNGAY,2020,11,16,0.45,0.7,0.56
PAPA UNICA,2020,11,16,0.35,0.45,0.4
PAPA CANCHAN,2020,11,16,0.4,0.55,0.48
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,15,1.3,1.5,1.43
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,15,0.9,1.3,1.05
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,15,1.5,2.0,1.75
PAPA AMARILLA,2020,11,15,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2020,11,15,0.5,0.6,0.54
PAPA COLOR/VALLE/OTROS,2020,11,15,0.35,0.5,0.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,15,1.7,1.9,1.8
PAPA HUAMANTANGA,2020,11,15,1.69,1.8,1.72
PAPA NEGRA ANDINA,2020,11,15,0.7,0.8,0.74
PAPA PERUANITA (INJERTO),2020,11,15,1.6,2.0,1.77
PAPA YUNGAY,2020,11,15,0.45,0.6,0.53
PAPA UNICA,2020,11,15,0.3,0.45,0.38
PAPA CANCHAN,2020,11,15,0.4,0.5,0.44
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,14,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,14,0.5,1.3,0.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,14,1.5,2.0,1.75
PAPA AMARILLA,2020,11,14,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2020,11,14,0.45,0.7,0.56
PAPA COLOR/VALLE/OTROS,2020,11,14,0.3,0.5,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,14,1.6,2.2,1.88
PAPA HUAMANTANGA,2020,11,14,1.5,1.7,1.6
PAPA NEGRA ANDINA,2020,11,14,0.7,0.75,0.71
PAPA PERUANITA (INJERTO),2020,11,14,1.6,1.9,1.75
PAPA YUNGAY,2020,11,14,0.45,0.7,0.56
PAPA UNICA,2020,11,14,0.3,0.4,0.35
PAPA CANCHAN,2020,11,14,0.4,0.5,0.45
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,13,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,13,0.5,1.3,0.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,13,5.0,8.0,6.33
PAPA AMARILLA,2020,11,13,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2020,11,13,0.4,0.65,0.51
PAPA COLOR/VALLE/OTROS,2020,11,13,0.3,0.45,0.39
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,13,1.5,2.2,1.83
PAPA HUAMANTANGA,2020,11,13,1.5,1.8,1.65
PAPA NEGRA ANDINA,2020,11,13,0.7,0.8,0.75
PAPA PERUANITA (INJERTO),2020,11,13,1.5,1.8,1.65
PAPA YUNGAY,2020,11,13,0.4,0.65,0.51
PAPA UNICA,2020,11,13,0.3,0.4,0.35
PAPA CANCHAN,2020,11,13,0.4,0.45,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,12,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,12,0.5,1.2,0.88
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,12,10.0,10.0,10.0
PAPA AMARILLA,2020,11,12,1.2,1.5,1.35
PAPA BLANCA/VALLE/OTROS,2020,11,12,0.4,0.6,0.49
PAPA COLOR/VALLE/OTROS,2020,11,12,0.3,0.5,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,12,1.5,2.0,1.73
PAPA HUAMANTANGA,2020,11,12,1.6,1.8,1.7
PAPA NEGRA ANDINA,2020,11,12,0.7,0.8,0.74
PAPA PERUANITA (INJERTO),2020,11,12,1.6,1.9,1.75
PAPA YUNGAY,2020,11,12,0.4,0.6,0.49
PAPA UNICA,2020,11,12,0.3,0.4,0.35
PAPA CANCHAN,2020,11,12,0.4,0.5,0.45
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,11,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,11,0.5,1.2,0.88
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,11,10.0,15.0,12.5
PAPA AMARILLA,2020,11,11,1.3,1.6,1.45
PAPA BLANCA/VALLE/OTROS,2020,11,11,0.4,0.55,0.48
PAPA COLOR/VALLE/OTROS,2020,11,11,0.35,0.45,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,11,1.4,1.7,1.55
PAPA HUAMANTANGA,2020,11,11,1.5,1.8,1.65
PAPA NEGRA ANDINA,2020,11,11,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2020,11,11,1.5,1.8,1.65
PAPA YUNGAY,2020,11,11,0.4,0.55,0.48
PAPA UNICA,2020,11,11,0.33,0.4,0.37
PAPA CANCHAN,2020,11,11,0.4,0.45,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,10,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,10,0.5,1.2,0.88
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,10,8.0,8.0,8.0
PAPA AMARILLA,2020,11,10,1.4,1.8,1.6
PAPA BLANCA/VALLE/OTROS,2020,11,10,0.4,0.6,0.5
PAPA COLOR/VALLE/OTROS,2020,11,10,0.3,0.5,0.39
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,10,1.6,1.8,1.7
PAPA HUAMANTANGA,2020,11,10,1.7,2.0,1.85
PAPA NEGRA ANDINA,2020,11,10,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2020,11,10,1.7,1.9,1.83
PAPA YUNGAY,2020,11,10,0.4,0.6,0.5
PAPA UNICA,2020,11,10,0.3,0.4,0.35
PAPA CANCHAN,2020,11,10,0.35,0.5,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,9,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,9,0.5,1.2,0.88
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,9,4.0,5.0,4.5
PAPA AMARILLA,2020,11,9,1.4,1.6,1.5
PAPA BLANCA/VALLE/OTROS,2020,11,9,0.45,0.65,0.54
PAPA COLOR/VALLE/OTROS,2020,11,9,0.3,0.5,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,9,1.5,1.8,1.65
PAPA HUAMANTANGA,2020,11,9,1.7,1.9,1.78
PAPA NEGRA ANDINA,2020,11,9,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2020,11,9,1.6,2.0,1.83
PAPA YUNGAY,2020,11,9,0.45,0.65,0.54
PAPA UNICA,2020,11,9,0.3,0.45,0.38
PAPA CANCHAN,2020,11,9,0.35,0.5,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,8,1.3,1.5,1.43
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,8,0.58,1.3,0.97
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,8,1.0,1.3,1.13
PAPA AMARILLA,2020,11,8,1.5,1.7,1.6
PAPA BLANCA/VALLE/OTROS,2020,11,8,0.3,0.6,0.46
PAPA COLOR/VALLE/OTROS,2020,11,8,0.3,0.5,0.41
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,8,1.7,1.9,1.8
PAPA HUAMANTANGA,2020,11,8,1.7,1.9,1.78
PAPA NEGRA ANDINA,2020,11,8,0.7,0.8,0.76
PAPA PERUANITA (INJERTO),2020,11,8,1.7,2.0,1.84
PAPA YUNGAY,2020,11,8,0.45,0.6,0.53
PAPA UNICA,2020,11,8,0.25,0.45,0.35
PAPA CANCHAN,2020,11,8,0.4,0.5,0.44
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,7,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,7,0.5,1.3,0.93
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,7,1.0,1.5,1.2
PAPA AMARILLA,2020,11,7,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2020,11,7,0.45,0.6,0.53
PAPA COLOR/VALLE/OTROS,2020,11,7,0.3,0.5,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,7,1.7,1.9,1.8
PAPA HUAMANTANGA,2020,11,7,1.7,1.9,1.78
PAPA NEGRA ANDINA,2020,11,7,0.7,0.8,0.74
PAPA PERUANITA (INJERTO),2020,11,7,1.6,2.0,1.78
PAPA YUNGAY,2020,11,7,0.45,0.6,0.53
PAPA UNICA,2020,11,7,0.3,0.45,0.38
PAPA CANCHAN,2020,11,7,0.35,0.5,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,6,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,6,0.5,1.3,0.93
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,6,1.0,1.5,1.25
PAPA AMARILLA,2020,11,6,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2020,11,6,0.45,0.6,0.53
PAPA COLOR/VALLE/OTROS,2020,11,6,0.3,0.5,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,6,1.6,1.9,1.75
PAPA HUAMANTANGA,2020,11,6,1.7,1.9,1.8
PAPA NEGRA ANDINA,2020,11,6,0.7,0.75,0.73
PAPA PERUANITA (INJERTO),2020,11,6,1.6,2.0,1.78
PAPA YUNGAY,2020,11,6,0.45,0.6,0.53
PAPA UNICA,2020,11,6,0.3,0.45,0.38
PAPA CANCHAN,2020,11,6,0.35,0.5,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,5,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,5,0.5,1.2,0.85
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,5,1.0,1.3,1.15
PAPA AMARILLA,2020,11,5,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2020,11,5,0.4,0.6,0.5
PAPA COLOR/VALLE/OTROS,2020,11,5,0.3,0.55,0.43
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,5,1.6,1.7,1.65
PAPA HUAMANTANGA,2020,11,5,1.7,2.0,1.85
PAPA NEGRA ANDINA,2020,11,5,0.7,0.75,0.73
PAPA PERUANITA (INJERTO),2020,11,5,1.7,2.2,1.93
PAPA YUNGAY,2020,11,5,0.4,0.6,0.5
PAPA UNICA,2020,11,5,0.35,0.5,0.43
PAPA CANCHAN,2020,11,5,0.3,0.55,0.43
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,4,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,4,0.7,1.3,1.0
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,4,1.0,1.0,1.0
PAPA AMARILLA,2020,11,4,1.8,2.0,1.9
PAPA BLANCA/VALLE/OTROS,2020,11,4,0.4,0.65,0.51
PAPA COLOR/VALLE/OTROS,2020,11,4,0.3,0.55,0.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,4,1.5,2.2,1.83
PAPA HUAMANTANGA,2020,11,4,1.9,2.1,2.0
PAPA NEGRA ANDINA,2020,11,4,0.7,0.75,0.73
PAPA PERUANITA (INJERTO),2020,11,4,1.9,2.2,2.03
PAPA YUNGAY,2020,11,4,0.4,0.65,0.51
PAPA UNICA,2020,11,4,0.3,0.55,0.43
PAPA CANCHAN,2020,11,4,0.35,0.55,0.45
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,3,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,3,0.7,1.3,1.03
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,3,1.0,1.5,1.25
PAPA AMARILLA,2020,11,3,1.7,2.0,1.85
PAPA BLANCA/VALLE/OTROS,2020,11,3,0.4,0.65,0.54
PAPA COLOR/VALLE/OTROS,2020,11,3,0.3,0.6,0.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,3,1.5,2.2,1.83
PAPA HUAMANTANGA,2020,11,3,1.9,2.1,2.0
PAPA NEGRA ANDINA,2020,11,3,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2020,11,3,1.8,2.2,1.98
PAPA YUNGAY,2020,11,3,0.4,0.65,0.54
PAPA UNICA,2020,11,3,0.3,0.6,0.41
PAPA CANCHAN,2020,11,3,0.35,0.55,0.45
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,2,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,2,0.8,1.4,1.08
CEBOLLA CHINA (CRIOLLA/SERRANA),2020,11,2,0.7,1.0,0.88
PAPA AMARILLA,2020,11,2,1.4,1.8,1.63
PAPA BLANCA/VALLE/OTROS,2020,11,2,0.45,0.65,0.54
PAPA COLOR/VALLE/OTROS,2020,11,2,0.3,0.55,0.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020,11,2,1.6,2.2,1.88
PAPA HUAMANTANGA,2020,11,2,1.6,2.0,1.8
PAPA NEGRA ANDINA,2020,11,2,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2020,11,2,1.5,1.9,1.73
PAPA YUNGAY,2020,11,2,0.4,0.65,0.53
PAPA UNICA,2020,11,2,0.3,0.4,0.35
PAPA CANCHAN,2020,11,2,0.35,0.55,0.45
CEBOLLA CABEZA BLANCA NACIONAL,2020,11,1,1.2,1.5,1.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2020,11,1,0.7,1.4,1.05
