producto,year,month,day,precio_min,precio_max,precio_mean,date
PAPA COLOR/VALLE/OTROS,2021,6,23,1.3,1.7,1.53,2021-06-23
PAPA NEGRA ANDINA,2021,6,23,1.1,1.3,1.19,2021-06-23
PAPA YUNGAY,2021,6,23,0.8,0.95,0.88,2021-06-23
PAPA UNICA,2021,6,23,1.5,1.7,1.59,2021-06-23
PAPA CANCHAN,2021,6,23,1.3,1.6,1.45,2021-06-23
PAPA BLANCA/VALLE/OTROS,2021,6,22,0.8,0.95,0.88,2021-06-22
PAPA COLOR/VALLE/OTROS,2021,6,22,1.3,1.7,1.53,2021-06-22
PAPA NEGRA ANDINA,2021,6,22,1.1,1.3,1.19,2021-06-22
PAPA YUNGAY,2021,6,22,0.8,0.95,0.88,2021-06-22
PAPA UNICA,2021,6,22,1.5,1.7,1.59,2021-06-22
PAPA CANCHAN,2021,6,22,1.3,1.6,1.45,2021-06-22
PAPA BLANCA/VALLE/OTROS,2021,6,21,0.8,0.95,0.88,2021-06-21
PAPA COLOR/VALLE/OTROS,2021,6,21,1.3,1.7,1.54,2021-06-21
PAPA NEGRA ANDINA,2021,6,21,1.1,1.3,1.19,2021-06-21
PAPA YUNGAY,2021,6,21,0.8,0.95,0.88,2021-06-21
PAPA UNICA,2021,6,21,1.55,1.7,1.61,2021-06-21
PAPA CANCHAN,2021,6,21,1.3,1.6,1.45,2021-06-21
PAPA BLANCA/VALLE/OTROS,2021,6,20,0.8,0.95,0.88,2021-06-20
PAPA COLOR/VALLE/OTROS,2021,6,20,1.3,1.7,1.54,2021-06-20
PAPA NEGRA ANDINA,2021,6,20,1.1,1.3,1.19,2021-06-20
PAPA YUNGAY,2021,6,20,0.8,0.95,0.88,2021-06-20
PAPA UNICA,2021,6,20,1.55,1.7,1.61,2021-06-20
PAPA CANCHAN,2021,6,20,1.3,1.6,1.45,2021-06-20
PAPA BLANCA/VALLE/OTROS,2021,6,19,0.8,0.95,0.88,2021-06-19
PAPA COLOR/VALLE/OTROS,2021,6,19,1.3,1.7,1.54,2021-06-19
PAPA NEGRA ANDINA,2021,6,19,1.1,1.3,1.19,2021-06-19
PAPA YUNGAY,2021,6,19,0.8,0.95,0.88,2021-06-19
PAPA UNICA,2021,6,19,1.55,1.7,1.61,2021-06-19
PAPA CANCHAN,2021,6,19,1.3,1.6,1.45,2021-06-19
PAPA BLANCA/VALLE/OTROS,2021,6,18,0.75,1.0,0.86,2021-06-18
PAPA COLOR/VALLE/OTROS,2021,6,18,1.2,1.75,1.55,2021-06-18
PAPA NEGRA ANDINA,2021,6,18,1.1,1.3,1.19,2021-06-18
PAPA YUNGAY,2021,6,18,0.75,1.0,0.86,2021-06-18
PAPA UNICA,2021,6,18,1.55,1.75,1.65,2021-06-18
PAPA CANCHAN,2021,6,18,1.2,1.7,1.45,2021-06-18
PAPA BLANCA/VALLE/OTROS,2021,6,17,0.75,0.95,0.85,2021-06-17
PAPA COLOR/VALLE/OTROS,2021,6,17,1.2,1.75,1.53,2021-06-17
PAPA NEGRA ANDINA,2021,6,17,1.1,1.25,1.18,2021-06-17
PAPA YUNGAY,2021,6,17,0.75,0.95,0.85,2021-06-17
PAPA UNICA,2021,6,17,1.55,1.75,1.65,2021-06-17
PAPA CANCHAN,2021,6,17,1.2,1.6,1.43,2021-06-17
PAPA BLANCA/VALLE/OTROS,2021,6,16,0.75,0.95,0.85,2021-06-16
PAPA COLOR/VALLE/OTROS,2021,6,16,1.3,1.6,1.45,2021-06-16
PAPA NEGRA ANDINA,2021,6,16,1.0,1.2,1.08,2021-06-16
PAPA YUNGAY,2021,6,16,0.75,0.9,0.83,2021-06-16
PAPA UNICA,2021,6,16,1.3,1.6,1.45,2021-06-16
PAPA CANCHAN,2021,6,16,1.2,1.5,1.35,2021-06-16
PAPA BLANCA/VALLE/OTROS,2021,6,15,0.75,0.95,0.85,2021-06-15
PAPA COLOR/VALLE/OTROS,2021,6,15,1.3,1.7,1.48,2021-06-15
PAPA NEGRA ANDINA,2021,6,15,1.0,1.2,1.08,2021-06-15
PAPA YUNGAY,2021,6,15,0.75,0.9,0.83,2021-06-15
PAPA UNICA,2021,6,15,1.3,1.7,1.5,2021-06-15
PAPA CANCHAN,2021,6,15,1.2,1.5,1.35,2021-06-15
PAPA BLANCA/VALLE/OTROS,2021,6,14,0.75,0.95,0.85,2021-06-14
PAPA COLOR/VALLE/OTROS,2021,6,14,1.3,1.8,1.5,2021-06-14
PAPA NEGRA ANDINA,2021,6,14,0.95,1.2,1.06,2021-06-14
PAPA YUNGAY,2021,6,14,0.75,0.95,0.85,2021-06-14
PAPA UNICA,2021,6,14,1.3,1.8,1.56,2021-06-14
PAPA CANCHAN,2021,6,14,1.3,1.6,1.45,2021-06-14
PAPA BLANCA/VALLE/OTROS,2021,6,13,0.75,0.95,0.85,2021-06-13
PAPA COLOR/VALLE/OTROS,2021,6,13,1.3,1.8,1.5,2021-06-13
PAPA NEGRA ANDINA,2021,6,13,0.95,1.2,1.06,2021-06-13
PAPA YUNGAY,2021,6,13,0.75,0.95,0.85,2021-06-13
PAPA UNICA,2021,6,13,1.3,1.8,1.56,2021-06-13
PAPA CANCHAN,2021,6,13,1.3,1.6,1.45,2021-06-13
PAPA BLANCA/VALLE/OTROS,2021,6,12,0.75,0.95,0.85,2021-06-12
PAPA COLOR/VALLE/OTROS,2021,6,12,1.3,1.8,1.5,2021-06-12
PAPA NEGRA ANDINA,2021,6,12,0.95,1.2,1.06,2021-06-12
PAPA YUNGAY,2021,6,12,0.75,0.95,0.85,2021-06-12
PAPA UNICA,2021,6,12,1.3,1.8,1.56,2021-06-12
PAPA CANCHAN,2021,6,12,1.3,1.6,1.45,2021-06-12
PAPA BLANCA/VALLE/OTROS,2021,6,11,0.75,0.95,0.85,2021-06-11
PAPA COLOR/VALLE/OTROS,2021,6,11,1.2,1.8,1.48,2021-06-11
PAPA NEGRA ANDINA,2021,6,11,0.95,1.2,1.06,2021-06-11
PAPA YUNGAY,2021,6,11,0.75,0.95,0.85,2021-06-11
PAPA UNICA,2021,6,11,1.2,1.8,1.54,2021-06-11
PAPA CANCHAN,2021,6,11,1.3,1.6,1.45,2021-06-11
PAPA BLANCA/VALLE/OTROS,2021,6,10,0.75,0.9,0.83,2021-06-10
PAPA COLOR/VALLE/OTROS,2021,6,10,1.1,1.6,1.35,2021-06-10
PAPA NEGRA ANDINA,2021,6,10,1.0,1.2,1.09,2021-06-10
PAPA YUNGAY,2021,6,10,0.7,0.9,0.79,2021-06-10
PAPA UNICA,2021,6,10,1.3,1.7,1.5,2021-06-10
PAPA CANCHAN,2021,6,10,1.1,1.4,1.25,2021-06-10
PAPA BLANCA/VALLE/OTROS,2021,6,9,0.75,0.9,0.83,2021-06-09
PAPA COLOR/VALLE/OTROS,2021,6,9,1.1,1.6,1.35,2021-06-09
PAPA NEGRA ANDINA,2021,6,9,1.0,1.2,1.09,2021-06-09
PAPA YUNGAY,2021,6,9,0.7,0.9,0.79,2021-06-09
PAPA UNICA,2021,6,9,1.3,1.7,1.5,2021-06-09
PAPA CANCHAN,2021,6,9,1.1,1.4,1.25,2021-06-09
PAPA BLANCA/VALLE/OTROS,2021,6,8,0.75,0.9,0.83,2021-06-08
PAPA COLOR/VALLE/OTROS,2021,6,8,1.1,1.6,1.35,2021-06-08
PAPA NEGRA ANDINA,2021,6,8,1.0,1.2,1.09,2021-06-08
PAPA YUNGAY,2021,6,8,0.7,0.9,0.79,2021-06-08
PAPA UNICA,2021,6,8,1.3,1.7,1.5,2021-06-08
PAPA CANCHAN,2021,6,8,1.1,1.4,1.25,2021-06-08
PAPA BLANCA/VALLE/OTROS,2021,6,7,0.75,0.9,0.83,2021-06-07
PAPA COLOR/VALLE/OTROS,2021,6,7,1.1,1.7,1.38,2021-06-07
PAPA NEGRA ANDINA,2021,6,7,1.0,1.2,1.1,2021-06-07
PAPA YUNGAY,2021,6,7,0.75,0.9,0.83,2021-06-07
PAPA UNICA,2021,6,7,1.3,1.7,1.5,2021-06-07
PAPA CANCHAN,2021,6,7,1.1,1.4,1.25,2021-06-07
PAPA BLANCA/VALLE/OTROS,2021,6,6,0.75,0.9,0.83,2021-06-06
PAPA COLOR/VALLE/OTROS,2021,6,6,1.1,1.7,1.38,2021-06-06
PAPA NEGRA ANDINA,2021,6,6,1.0,1.2,1.1,2021-06-06
PAPA YUNGAY,2021,6,6,0.75,0.9,0.83,2021-06-06
PAPA UNICA,2021,6,6,1.3,1.7,1.5,2021-06-06
PAPA CANCHAN,2021,6,6,1.1,1.4,1.25,2021-06-06
PAPA BLANCA/VALLE/OTROS,2021,6,5,0.75,0.9,0.83,2021-06-05
PAPA COLOR/VALLE/OTROS,2021,6,5,1.1,1.7,1.38,2021-06-05
PAPA NEGRA ANDINA,2021,6,5,1.0,1.2,1.1,2021-06-05
PAPA YUNGAY,2021,6,5,0.75,0.9,0.83,2021-06-05
PAPA UNICA,2021,6,5,1.3,1.7,1.5,2021-06-05
PAPA CANCHAN,2021,6,5,1.1,1.4,1.25,2021-06-05
PAPA BLANCA/VALLE/OTROS,2021,6,4,0.8,1.0,0.93,2021-06-04
PAPA COLOR/VALLE/OTROS,2021,6,4,1.1,1.4,1.25,2021-06-04
PAPA NEGRA ANDINA,2021,6,4,0.9,1.2,1.05,2021-06-04
PAPA YUNGAY,2021,6,4,0.75,0.9,0.81,2021-06-04
PAPA UNICA,2021,6,4,1.2,1.4,1.31,2021-06-04
PAPA CANCHAN,2021,6,4,1.1,1.5,1.33,2021-06-04
PAPA BLANCA/VALLE/OTROS,2021,6,3,0.8,1.0,0.89,2021-06-03
PAPA COLOR/VALLE/OTROS,2021,6,3,1.1,1.4,1.25,2021-06-03
PAPA NEGRA ANDINA,2021,6,3,0.9,1.2,1.05,2021-06-03
PAPA YUNGAY,2021,6,3,0.75,0.9,0.81,2021-06-03
PAPA UNICA,2021,6,3,1.2,1.4,1.31,2021-06-03
PAPA CANCHAN,2021,6,3,1.1,1.5,1.33,2021-06-03
PAPA BLANCA/VALLE/OTROS,2021,6,2,0.8,1.0,0.89,2021-06-02
PAPA COLOR/VALLE/OTROS,2021,6,2,1.1,1.4,1.25,2021-06-02
PAPA NEGRA ANDINA,2021,6,2,0.9,1.2,1.05,2021-06-02
PAPA YUNGAY,2021,6,2,0.75,0.9,0.81,2021-06-02
PAPA UNICA,2021,6,2,1.2,1.4,1.31,2021-06-02
PAPA CANCHAN,2021,6,2,1.1,1.5,1.33,2021-06-02
PAPA BLANCA/VALLE/OTROS,2021,6,1,0.75,0.9,0.83,2021-06-01
PAPA COLOR/VALLE/OTROS,2021,6,1,1.1,1.4,1.25,2021-06-01
PAPA NEGRA ANDINA,2021,6,1,0.9,1.2,1.05,2021-06-01
PAPA YUNGAY,2021,6,1,0.75,0.9,0.81,2021-06-01
PAPA UNICA,2021,6,1,1.2,1.4,1.33,2021-06-01
PAPA CANCHAN,2021,6,1,1.1,1.4,1.25,2021-06-01
PAPA BLANCA/VALLE/OTROS,2021,5,31,0.75,0.9,0.83,2021-05-31
PAPA COLOR/VALLE/OTROS,2021,5,31,1.1,1.4,1.25,2021-05-31
PAPA NEGRA ANDINA,2021,5,31,0.9,1.2,1.05,2021-05-31
PAPA YUNGAY,2021,5,31,0.75,0.9,0.81,2021-05-31
PAPA UNICA,2021,5,31,1.2,1.4,1.33,2021-05-31
PAPA CANCHAN,2021,5,31,1.1,1.4,1.25,2021-05-31
PAPA BLANCA/VALLE/OTROS,2021,5,30,0.8,0.9,0.85,2021-05-30
PAPA COLOR/VALLE/OTROS,2021,5,30,1.1,1.4,1.28,2021-05-30
PAPA NEGRA ANDINA,2021,5,30,1.0,1.2,1.1,2021-05-30
PAPA YUNGAY,2021,5,30,0.8,0.9,0.84,2021-05-30
PAPA UNICA,2021,5,30,1.2,1.5,1.35,2021-05-30
PAPA CANCHAN,2021,5,30,1.1,1.4,1.25,2021-05-30
PAPA BLANCA/VALLE/OTROS,2021,5,29,0.8,0.9,0.85,2021-05-29
PAPA COLOR/VALLE/OTROS,2021,5,29,1.1,1.4,1.28,2021-05-29
PAPA NEGRA ANDINA,2021,5,29,1.0,1.2,1.1,2021-05-29
PAPA YUNGAY,2021,5,29,0.8,0.9,0.84,2021-05-29
PAPA UNICA,2021,5,29,1.2,1.5,1.35,2021-05-29
PAPA CANCHAN,2021,5,29,1.1,1.4,1.25,2021-05-29
PAPA BLANCA/VALLE/OTROS,2021,5,28,0.9,1.1,1.0,2021-05-28
PAPA COLOR/VALLE/OTROS,2021,5,28,1.2,1.7,1.43,2021-05-28
PAPA NEGRA ANDINA,2021,5,28,0.8,1.0,0.89,2021-05-28
PAPA YUNGAY,2021,5,28,0.65,0.85,0.75,2021-05-28
PAPA UNICA,2021,5,28,1.2,1.5,1.35,2021-05-28
PAPA CANCHAN,2021,5,28,1.0,1.2,1.1,2021-05-28
PAPA BLANCA/VALLE/OTROS,2021,5,27,0.9,1.1,1.0,2021-05-27
PAPA COLOR/VALLE/OTROS,2021,5,27,1.2,1.7,1.43,2021-05-27
PAPA NEGRA ANDINA,2021,5,27,0.8,1.0,0.89,2021-05-27
PAPA YUNGAY,2021,5,27,0.65,0.85,0.75,2021-05-27
PAPA UNICA,2021,5,27,1.2,1.5,1.35,2021-05-27
PAPA CANCHAN,2021,5,27,1.1,1.3,1.18,2021-05-27
PAPA BLANCA/VALLE/OTROS,2021,5,26,0.9,1.1,1.0,2021-05-26
PAPA COLOR/VALLE/OTROS,2021,5,26,1.2,1.7,1.43,2021-05-26
PAPA NEGRA ANDINA,2021,5,26,0.8,1.0,0.89,2021-05-26
PAPA YUNGAY,2021,5,26,0.65,0.85,0.75,2021-05-26
PAPA UNICA,2021,5,26,1.2,1.5,1.35,2021-05-26
PAPA CANCHAN,2021,5,26,1.0,1.3,1.15,2021-05-26
PAPA BLANCA/VALLE/OTROS,2021,5,25,0.9,1.1,1.0,2021-05-25
PAPA COLOR/VALLE/OTROS,2021,5,25,1.2,1.7,1.43,2021-05-25
PAPA NEGRA ANDINA,2021,5,25,0.8,1.0,0.89,2021-05-25
PAPA YUNGAY,2021,5,25,0.65,0.85,0.75,2021-05-25
PAPA UNICA,2021,5,25,1.2,1.5,1.35,2021-05-25
PAPA CANCHAN,2021,5,25,1.1,1.3,1.18,2021-05-25
PAPA BLANCA/VALLE/OTROS,2021,5,24,0.9,1.1,1.0,2021-05-24
PAPA COLOR/VALLE/OTROS,2021,5,24,1.2,1.7,1.43,2021-05-24
PAPA NEGRA ANDINA,2021,5,24,0.8,1.0,0.89,2021-05-24
PAPA YUNGAY,2021,5,24,0.65,0.85,0.75,2021-05-24
PAPA UNICA,2021,5,24,1.2,1.5,1.35,2021-05-24
PAPA CANCHAN,2021,5,24,1.1,1.3,1.18,2021-05-24
PAPA BLANCA/VALLE/OTROS,2021,5,23,0.9,1.1,1.0,2021-05-23
PAPA COLOR/VALLE/OTROS,2021,5,23,1.2,1.7,1.43,2021-05-23
PAPA NEGRA ANDINA,2021,5,23,0.8,1.0,0.91,2021-05-23
PAPA YUNGAY,2021,5,23,0.7,0.85,0.76,2021-05-23
PAPA UNICA,2021,5,23,1.2,1.5,1.35,2021-05-23
PAPA CANCHAN,2021,5,23,1.1,1.3,1.2,2021-05-23
PAPA BLANCA/VALLE/OTROS,2021,5,22,0.9,1.1,1.0,2021-05-22
PAPA COLOR/VALLE/OTROS,2021,5,22,1.2,1.7,1.43,2021-05-22
PAPA NEGRA ANDINA,2021,5,22,0.8,1.0,0.91,2021-05-22
PAPA YUNGAY,2021,5,22,0.7,0.85,0.76,2021-05-22
PAPA UNICA,2021,5,22,1.2,1.5,1.35,2021-05-22
PAPA CANCHAN,2021,5,22,1.1,1.3,1.2,2021-05-22
PAPA BLANCA/VALLE/OTROS,2021,5,21,0.9,1.1,1.0,2021-05-21
PAPA COLOR/VALLE/OTROS,2021,5,21,1.2,1.7,1.43,2021-05-21
PAPA NEGRA ANDINA,2021,5,21,0.8,1.0,0.91,2021-05-21
PAPA YUNGAY,2021,5,21,0.7,0.85,0.76,2021-05-21
PAPA UNICA,2021,5,21,1.2,1.5,1.35,2021-05-21
PAPA CANCHAN,2021,5,21,1.1,1.3,1.2,2021-05-21
PAPA BLANCA/VALLE/OTROS,2021,5,20,0.9,1.1,1.0,2021-05-20
PAPA COLOR/VALLE/OTROS,2021,5,20,1.2,1.7,1.43,2021-05-20
PAPA NEGRA ANDINA,2021,5,20,0.8,1.0,0.93,2021-05-20
PAPA YUNGAY,2021,5,20,0.7,0.85,0.76,2021-05-20
PAPA UNICA,2021,5,20,1.2,1.5,1.38,2021-05-20
PAPA CANCHAN,2021,5,20,1.1,1.3,1.2,2021-05-20
PAPA BLANCA/VALLE/OTROS,2021,5,19,0.9,1.1,1.0,2021-05-19
PAPA COLOR/VALLE/OTROS,2021,5,19,1.2,1.7,1.43,2021-05-19
PAPA NEGRA ANDINA,2021,5,19,0.8,1.0,0.93,2021-05-19
PAPA YUNGAY,2021,5,19,0.7,0.85,0.76,2021-05-19
PAPA UNICA,2021,5,19,1.2,1.5,1.38,2021-05-19
PAPA CANCHAN,2021,5,19,1.1,1.3,1.2,2021-05-19
PAPA BLANCA/VALLE/OTROS,2021,5,18,0.9,1.1,1.0,2021-05-18
PAPA COLOR/VALLE/OTROS,2021,5,18,1.2,1.7,1.43,2021-05-18
PAPA NEGRA ANDINA,2021,5,18,0.8,1.0,0.93,2021-05-18
PAPA YUNGAY,2021,5,18,0.7,0.85,0.76,2021-05-18
PAPA UNICA,2021,5,18,1.2,1.5,1.38,2021-05-18
PAPA CANCHAN,2021,5,18,1.1,1.3,1.2,2021-05-18
PAPA BLANCA/VALLE/OTROS,2021,5,17,0.9,1.1,1.0,2021-05-17
PAPA COLOR/VALLE/OTROS,2021,5,17,1.2,1.7,1.43,2021-05-17
PAPA NEGRA ANDINA,2021,5,17,0.8,1.0,0.93,2021-05-17
PAPA YUNGAY,2021,5,17,0.7,0.85,0.76,2021-05-17
PAPA UNICA,2021,5,17,1.2,1.5,1.38,2021-05-17
PAPA CANCHAN,2021,5,17,1.1,1.3,1.2,2021-05-17
PAPA BLANCA/VALLE/OTROS,2021,5,16,0.8,1.1,0.95,2021-05-16
PAPA COLOR/VALLE/OTROS,2021,5,16,1.2,1.7,1.43,2021-05-16
PAPA NEGRA ANDINA,2021,5,16,0.8,1.0,0.91,2021-05-16
PAPA YUNGAY,2021,5,16,0.7,0.85,0.76,2021-05-16
PAPA UNICA,2021,5,16,1.3,1.5,1.4,2021-05-16
PAPA CANCHAN,2021,5,16,1.1,1.3,1.23,2021-05-16
PAPA BLANCA/VALLE/OTROS,2021,5,15,0.8,1.1,0.95,2021-05-15
PAPA COLOR/VALLE/OTROS,2021,5,15,1.2,1.7,1.43,2021-05-15
PAPA NEGRA ANDINA,2021,5,15,0.8,1.0,0.91,2021-05-15
PAPA YUNGAY,2021,5,15,0.7,0.85,0.76,2021-05-15
PAPA UNICA,2021,5,15,1.3,1.5,1.4,2021-05-15
PAPA CANCHAN,2021,5,15,1.1,1.3,1.23,2021-05-15
PAPA BLANCA/VALLE/OTROS,2021,5,14,0.8,1.1,0.95,2021-05-14
PAPA COLOR/VALLE/OTROS,2021,5,14,1.2,1.7,1.43,2021-05-14
PAPA NEGRA ANDINA,2021,5,14,0.8,1.0,0.93,2021-05-14
PAPA YUNGAY,2021,5,14,0.7,0.85,0.76,2021-05-14
PAPA UNICA,2021,5,14,1.3,1.5,1.43,2021-05-14
PAPA CANCHAN,2021,5,14,1.1,1.3,1.2,2021-05-14
PAPA BLANCA/VALLE/OTROS,2021,5,13,0.8,1.1,0.95,2021-05-13
PAPA COLOR/VALLE/OTROS,2021,5,13,1.2,1.7,1.43,2021-05-13
PAPA NEGRA ANDINA,2021,5,13,0.8,1.0,0.93,2021-05-13
PAPA YUNGAY,2021,5,13,0.7,0.85,0.76,2021-05-13
PAPA UNICA,2021,5,13,1.2,1.6,1.43,2021-05-13
PAPA CANCHAN,2021,5,13,1.1,1.3,1.21,2021-05-13
PAPA BLANCA/VALLE/OTROS,2021,5,12,0.8,1.1,0.95,2021-05-12
PAPA COLOR/VALLE/OTROS,2021,5,12,1.2,1.7,1.43,2021-05-12
PAPA NEGRA ANDINA,2021,5,12,0.9,1.0,0.95,2021-05-12
PAPA YUNGAY,2021,5,12,0.7,0.85,0.76,2021-05-12
PAPA UNICA,2021,5,12,1.2,1.6,1.43,2021-05-12
PAPA CANCHAN,2021,5,12,1.1,1.3,1.21,2021-05-12
PAPA BLANCA/VALLE/OTROS,2021,5,11,0.85,1.1,0.96,2021-05-11
PAPA COLOR/VALLE/OTROS,2021,5,11,1.2,1.7,1.43,2021-05-11
PAPA NEGRA ANDINA,2021,5,11,0.85,1.0,0.91,2021-05-11
PAPA YUNGAY,2021,5,11,0.7,0.85,0.78,2021-05-11
PAPA UNICA,2021,5,11,1.2,1.7,1.46,2021-05-11
PAPA CANCHAN,2021,5,11,1.1,1.3,1.21,2021-05-11
PAPA BLANCA/VALLE/OTROS,2021,5,10,0.85,1.1,0.96,2021-05-10
PAPA COLOR/VALLE/OTROS,2021,5,10,1.2,1.7,1.43,2021-05-10
PAPA NEGRA ANDINA,2021,5,10,0.85,1.0,0.91,2021-05-10
PAPA YUNGAY,2021,5,10,0.7,0.85,0.78,2021-05-10
PAPA UNICA,2021,5,10,1.2,1.7,1.46,2021-05-10
PAPA CANCHAN,2021,5,10,1.1,1.3,1.21,2021-05-10
PAPA BLANCA/VALLE/OTROS,2021,5,9,0.75,1.0,0.89,2021-05-09
PAPA COLOR/VALLE/OTROS,2021,5,9,1.2,1.7,1.43,2021-05-09
PAPA NEGRA ANDINA,2021,5,9,0.85,1.1,0.99,2021-05-09
PAPA YUNGAY,2021,5,9,0.7,0.9,0.79,2021-05-09
PAPA UNICA,2021,5,9,1.2,1.75,1.49,2021-05-09
PAPA CANCHAN,2021,5,9,1.1,1.35,1.25,2021-05-09
PAPA BLANCA/VALLE/OTROS,2021,5,8,0.75,1.0,0.89,2021-05-08
PAPA COLOR/VALLE/OTROS,2021,5,8,1.2,1.7,1.43,2021-05-08
PAPA NEGRA ANDINA,2021,5,8,0.85,1.1,0.99,2021-05-08
PAPA YUNGAY,2021,5,8,0.7,0.9,0.79,2021-05-08
PAPA UNICA,2021,5,8,1.2,1.75,1.49,2021-05-08
PAPA CANCHAN,2021,5,8,1.1,1.35,1.25,2021-05-08
PAPA BLANCA/VALLE/OTROS,2021,5,7,0.75,0.95,0.86,2021-05-07
PAPA COLOR/VALLE/OTROS,2021,5,7,1.2,1.7,1.43,2021-05-07
PAPA NEGRA ANDINA,2021,5,7,0.85,1.1,0.99,2021-05-07
PAPA YUNGAY,2021,5,7,0.7,0.9,0.79,2021-05-07
PAPA UNICA,2021,5,7,1.2,1.75,1.49,2021-05-07
PAPA CANCHAN,2021,5,7,1.1,1.35,1.25,2021-05-07
PAPA BLANCA/VALLE/OTROS,2021,5,6,0.75,0.95,0.85,2021-05-06
PAPA COLOR/VALLE/OTROS,2021,5,6,1.2,1.75,1.44,2021-05-06
PAPA NEGRA ANDINA,2021,5,6,1.0,1.15,1.06,2021-05-06
PAPA YUNGAY,2021,5,6,0.7,0.95,0.84,2021-05-06
PAPA UNICA,2021,5,6,1.2,1.8,1.54,2021-05-06
PAPA CANCHAN,2021,5,6,1.1,1.4,1.29,2021-05-06
PAPA BLANCA/VALLE/OTROS,2021,5,5,0.7,0.95,0.84,2021-05-05
PAPA COLOR/VALLE/OTROS,2021,5,5,1.2,1.75,1.44,2021-05-05
PAPA NEGRA ANDINA,2021,5,5,1.0,1.15,1.08,2021-05-05
PAPA YUNGAY,2021,5,5,0.7,0.95,0.84,2021-05-05
PAPA UNICA,2021,5,5,1.2,1.85,1.56,2021-05-05
PAPA CANCHAN,2021,5,5,1.1,1.5,1.33,2021-05-05
PAPA BLANCA/VALLE/OTROS,2021,5,4,0.7,0.95,0.84,2021-05-04
PAPA COLOR/VALLE/OTROS,2021,5,4,1.1,1.85,1.41,2021-05-04
PAPA NEGRA ANDINA,2021,5,4,1.0,1.15,1.08,2021-05-04
PAPA YUNGAY,2021,5,4,0.7,0.95,0.84,2021-05-04
PAPA UNICA,2021,5,4,1.2,1.85,1.56,2021-05-04
PAPA CANCHAN,2021,5,4,1.1,1.5,1.33,2021-05-04
PAPA BLANCA/VALLE/OTROS,2021,5,3,0.7,0.95,0.84,2021-05-03
PAPA COLOR/VALLE/OTROS,2021,5,3,1.1,1.85,1.41,2021-05-03
PAPA NEGRA ANDINA,2021,5,3,1.0,1.15,1.08,2021-05-03
PAPA YUNGAY,2021,5,3,0.7,0.95,0.84,2021-05-03
PAPA UNICA,2021,5,3,1.2,1.85,1.56,2021-05-03
PAPA CANCHAN,2021,5,3,1.1,1.5,1.33,2021-05-03
PAPA BLANCA/VALLE/OTROS,2021,5,2,0.7,0.95,0.84,2021-05-02
PAPA COLOR/VALLE/OTROS,2021,5,2,1.1,1.85,1.41,2021-05-02
PAPA NEGRA ANDINA,2021,5,2,1.0,1.15,1.08,2021-05-02
PAPA YUNGAY,2021,5,2,0.7,0.95,0.84,2021-05-02
PAPA UNICA,2021,5,2,1.2,1.85,1.56,2021-05-02
PAPA CANCHAN,2021,5,2,1.1,1.5,1.33,2021-05-02
PAPA BLANCA/VALLE/OTROS,2021,5,1,0.7,0.95,0.84,2021-05-01
PAPA COLOR/VALLE/OTROS,2021,5,1,1.1,1.85,1.41,2021-05-01
PAPA NEGRA ANDINA,2021,5,1,1.0,1.15,1.08,2021-05-01
PAPA YUNGAY,2021,5,1,0.7,0.95,0.84,2021-05-01
PAPA UNICA,2021,5,1,1.2,1.85,1.56,2021-05-01
PAPA CANCHAN,2021,5,1,1.1,1.5,1.33,2021-05-01
PAPA BLANCA/VALLE/OTROS,2021,4,30,0.7,0.95,0.84,2021-04-30
PAPA COLOR/VALLE/OTROS,2021,4,30,1.1,1.85,1.41,2021-04-30
PAPA NEGRA ANDINA,2021,4,30,1.0,1.15,1.08,2021-04-30
PAPA YUNGAY,2021,4,30,0.7,0.95,0.84,2021-04-30
PAPA UNICA,2021,4,30,1.2,1.85,1.56,2021-04-30
PAPA CANCHAN,2021,4,30,1.1,1.5,1.33,2021-04-30
PAPA BLANCA/VALLE/OTROS,2021,4,29,0.65,0.85,0.75,2021-04-29
PAPA COLOR/VALLE/OTROS,2021,4,29,1.2,1.85,1.44,2021-04-29
PAPA NEGRA ANDINA,2021,4,29,0.9,1.1,1.0,2021-04-29
PAPA YUNGAY,2021,4,29,0.65,0.85,0.75,2021-04-29
PAPA UNICA,2021,4,29,1.2,1.85,1.56,2021-04-29
PAPA CANCHAN,2021,4,29,1.2,1.5,1.35,2021-04-29
PAPA BLANCA/VALLE/OTROS,2021,4,28,0.65,0.85,0.75,2021-04-28
PAPA COLOR/VALLE/OTROS,2021,4,28,1.2,1.7,1.4,2021-04-28
PAPA NEGRA ANDINA,2021,4,28,0.9,1.0,0.94,2021-04-28
PAPA YUNGAY,2021,4,28,0.65,0.85,0.75,2021-04-28
PAPA UNICA,2021,4,28,1.2,1.7,1.49,2021-04-28
PAPA CANCHAN,2021,4,28,1.2,1.5,1.35,2021-04-28
PAPA BLANCA/VALLE/OTROS,2021,4,27,0.65,0.85,0.75,2021-04-27
PAPA COLOR/VALLE/OTROS,2021,4,27,1.1,1.75,1.41,2021-04-27
PAPA NEGRA ANDINA,2021,4,27,0.9,1.0,0.94,2021-04-27
PAPA YUNGAY,2021,4,27,0.65,0.85,0.75,2021-04-27
PAPA UNICA,2021,4,27,1.1,1.75,1.46,2021-04-27
PAPA CANCHAN,2021,4,27,1.2,1.6,1.43,2021-04-27
