producto,date,precio_mean
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-02,1.215
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-03,1.3309677419354837
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-04,1.3479999999999999
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-05,1.2329032258064516
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-06,1.0503333333333333
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-07,1.2616129032258063
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-08,1.1896774193548387
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-09,1.12
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-10,1.0470967741935484
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-11,1.028
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2017-12,1.0780645161290323
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-01,1.4735483870967743
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-02,1.3585714285714285
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-03,1.083225806451613
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-04,0.9713333333333334
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-05,0.9809677419354839
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-06,0.9126666666666666
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-07,0.9580645161290322
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-08,1.0683870967741937
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-09,1.18
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-10,1.2503225806451612
