producto,date,precio_mean
PAPA BLANCA/VALLE/OTROS,2013-12,0.5661290322580645
PAPA BLANCA/VALLE/OTROS,2014-01,0.4890322580645161
PAPA BLANCA/VALLE/OTROS,2014-02,0.6224999999999999
PAPA BLANCA/VALLE/OTROS,2014-03,0.733225806451613
PAPA BLANCA/VALLE/OTROS,2014-04,0.7776666666666666
PAPA BLANCA/VALLE/OTROS,2014-05,0.8864516129032258
PAPA BLANCA/VALLE/OTROS,2014-06,0.8043333333333333
PAPA BLANCA/VALLE/OTROS,2014-07,0.6767741935483871
PAPA BLANCA/VALLE/OTROS,2014-08,0.5545161290322581
PAPA BLANCA/VALLE/OTROS,2014-09,0.48800000000000004
PAPA BLANCA/VALLE/OTROS,2014-10,0.614516129032258
PAPA BLANCA/VALLE/OTROS,2014-11,0.6183333333333334
PAPA BLANCA/VALLE/OTROS,2014-12,0.792258064516129
PAPA BLANCA/VALLE/OTROS,2015-01,1.0325806451612902
PAPA BLANCA/VALLE/OTROS,2015-02,1.1560714285714284
PAPA BLANCA/VALLE/OTROS,2015-03,1.1093548387096774
PAPA BLANCA/VALLE/OTROS,2015-04,0.8049999999999999
PAPA BLANCA/VALLE/OTROS,2015-05,0.6558064516129032
PAPA BLANCA/VALLE/OTROS,2015-06,0.611
PAPA BLANCA/VALLE/OTROS,2015-07,0.7029032258064516
PAPA BLANCA/VALLE/OTROS,2015-08,0.7429032258064516
PAPA BLANCA/VALLE/OTROS,2015-09,0.896
PAPA BLANCA/VALLE/OTROS,2015-10,1.215483870967742
PAPA BLANCA/VALLE/OTROS,2015-11,1.681
PAPA BLANCA/VALLE/OTROS,2015-12,1.8516129032258064
PAPA BLANCA/VALLE/OTROS,2016-01,1.6909677419354838
PAPA BLANCA/VALLE/OTROS,2016-02,1.4548275862068965
PAPA BLANCA/VALLE/OTROS,2016-03,0.8870967741935484
PAPA BLANCA/VALLE/OTROS,2016-04,0.7063333333333334
PAPA BLANCA/VALLE/OTROS,2016-05,0.6838709677419355
PAPA BLANCA/VALLE/OTROS,2016-06,0.8483333333333333
PAPA BLANCA/VALLE/OTROS,2016-07,1.1583870967741934
PAPA BLANCA/VALLE/OTROS,2016-08,1.1961290322580644
PAPA BLANCA/VALLE/OTROS,2016-09,1.7659999999999998
PAPA BLANCA/VALLE/OTROS,2016-10,1.5496774193548386
PAPA BLANCA/VALLE/OTROS,2016-11,1.2816666666666667
PAPA BLANCA/VALLE/OTROS,2016-12,1.4212903225806452
PAPA BLANCA/VALLE/OTROS,2017-01,1.0358064516129033
PAPA BLANCA/VALLE/OTROS,2017-02,0.9225
PAPA BLANCA/VALLE/OTROS,2017-03,0.7719354838709678
PAPA BLANCA/VALLE/OTROS,2017-04,0.6173333333333333
PAPA BLANCA/VALLE/OTROS,2017-05,0.6767741935483871
PAPA BLANCA/VALLE/OTROS,2017-06,0.6649999999999999
PAPA BLANCA/VALLE/OTROS,2017-07,0.6309677419354839
PAPA BLANCA/VALLE/OTROS,2017-08,0.5896774193548387
PAPA BLANCA/VALLE/OTROS,2017-09,0.5093333333333333
PAPA BLANCA/VALLE/OTROS,2017-10,0.49354838709677423
PAPA BLANCA/VALLE/OTROS,2017-11,0.522
PAPA BLANCA/VALLE/OTROS,2017-12,0.4325806451612903
PAPA BLANCA/VALLE/OTROS,2018-01,0.4419354838709677
PAPA BLANCA/VALLE/OTROS,2018-02,0.5660714285714286
PAPA BLANCA/VALLE/OTROS,2018-03,0.7419354838709677
PAPA BLANCA/VALLE/OTROS,2018-04,0.6716666666666666
PAPA BLANCA/VALLE/OTROS,2018-05,0.7525806451612903
